,project,has_repo,repo_sha,repo_commits,repo_size,has_wiki,wiki_sha,wiki_commits,wiki_size,image_refs,normal_analysis,has_readme,wiki_pages,extended_analysis,has_readme_ever,wiki_pages_ever
261,Kong/kong,TRUE,a02542d6dfb96073c4ef6ab5f86b350b756ae2fa,3367,89632,TRUE,b25d9f290bfc63de88aeaf40d92ffb37239ac38c,94,256,9,COMPLETED,TRUE,1,COMPLETED,TRUE,7
262,google/material-design-lite,TRUE,60f441a22ed98ed2c03f6179adf460d888bf459f,1574,73780,TRUE,2c707d376cc3c49294e425da180497fda16f2205,89,292,16,COMPLETED,TRUE,14,COMPLETED,TRUE,21
263,agalwood/Motrix,TRUE,4c5bba89ef7ed9175071767fd4f30fee890a8653,420,64628,TRUE,bab2c3b49aa036cad1a02488475b5be59b2e966b,33,252,7,COMPLETED,TRUE,9,COMPLETED,TRUE,11
264,photonstorm/phaser,TRUE,fed73569b0cbe9cfc1d2dc562afdb83791366f08,12392,408840,TRUE,02e38af96335aa25a721857b0550ea130ef4314c,350,416,22,COMPLETED,TRUE,14,TIMEOUT,,
265,google/zx,TRUE,527e5fedd113af61844008276505d9f9a06f14e0,378,1068,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
266,pingcap/tidb,TRUE,9a77892ac8e513eba25813963de808310295d1ec,15207,391100,TRUE,07ddf09414703c9a083375b4af2a231bf8d124c1,14,196,12,COMPLETED,TRUE,2,COMPLETED,TRUE,2
267,jondot/awesome-react-native,TRUE,23100d54f6ef1cbdf56d4983dde8fe97cbe26c76,1039,6064,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
268,kelseyhightower/kubernetes-the-hard-way,TRUE,79a3f79b27bd28f82f071bb877a266c2e62ee506,269,1156,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
269,BurntSushi/ripgrep,TRUE,9f0e88bcb14e02da1b88872435b17d74786640b5,1582,8172,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
270,nolimits4web/swiper,TRUE,a10228ad50975ba6b6abd73e37f4f3e3508ede98,1894,79596,TRUE,62997eb1a68ea185edf369c7613b9056e5eb2f12,5,192,143,COMPLETED,TRUE,2,COMPLETED,TRUE,2
271,open-guides/og-aws,TRUE,98e64a24924300d1d1d4ea701bd82d7fde0ed0a3,506,9584,FALSE,,,,10,COMPLETED,TRUE,0,COMPLETED,TRUE,0
272,XX-net/XX-Net,TRUE,f569acb578a30e5ef14fcfcd55b0e617c7a7f9c4,1511,100660,TRUE,51dc6e4547fead54ed864f4727c1c93ed72830e5,1582,1740,111,COMPLETED,TRUE,118,COMPLETED,TRUE,180
273,dylanaraps/pure-bash-bible,TRUE,8c19d0b482b04d8d50fb72b4c5148b41ce605c6d,212,624,FALSE,,,,8,COMPLETED,TRUE,0,COMPLETED,TRUE,0
274,getsentry/sentry,TRUE,0dbdc30c3960aecbcacdb623329f8ebefde0f21d,35636,482276,TRUE,a3ecfbbbbe2d55e57c3f3a8557293ffc7010d7c8,19,200,4,COMPLETED,TRUE,2,COMPLETED,TRUE,4
275,blueimp/jQuery-File-Upload,TRUE,0e92a4d4613d4ed5231ee0d8513519f2e04f99ba,938,6660,TRUE,3630af3813174e9c9884887af2dcb8b119573e0d,1848,1512,0,COMPLETED,TRUE,47,COMPLETED,TRUE,126
276,Trinea/android-open-project,TRUE,ecdbbda47b72d0f31fba8d6c893a9abcd7e85768,594,2672,TRUE,59873e53ce8dfb1b9b2a9b3cc6bc9a196d08c2ef,59,224,12,COMPLETED,TRUE,3,COMPLETED,TRUE,9
277,Blankj/AndroidUtilCode,TRUE,ac872f8fb52d569d252e5fe136b0f7af14798f5a,1118,60952,TRUE,58d961780c5e9a17d1b7172566899d6abd3435bb,1,188,11,COMPLETED,TRUE,1,COMPLETED,TRUE,1
278,google/styleguide,TRUE,25bd3525fa8277d40a0163df04f6a06277e6265b,325,5340,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
279,eugenp/tutorials,TRUE,5f8a1c69ca6a2feceef3521f815a979af729e090,9356,601064,TRUE,fdd033e0ac003489bac3628aebeac4218ba8b4e3,25,196,0,COMPLETED,TRUE,2,TIMEOUT,,
280,xitu/gold-miner,TRUE,48ea200ace1b65eaa5d6ce72b9bbc76cb71c00e6,7862,136372,TRUE,04e34b41aca1db0a6d8f746f23bbb4981596f3ff,2667,2236,28,COMPLETED,TRUE,17,TIMEOUT,,
281,gorhill/uBlock,TRUE,8669893a4df2b98c9e3c661c902cc4bcbd50ebc5,9202,158832,TRUE,b0749cf0a9f7607044858fbc2a3198659b00751f,4642,4700,180,COMPLETED,TRUE,129,TIMEOUT,,
282,vuejs/core,TRUE,25f7a16a6eccbfa8d857977dcf1f23fb36b830b5,4286,27364,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
283,jaredpalmer/formik,TRUE,e677bea8181f40e6762fc7e7fb009122384500c6,1263,22860,FALSE,,,,6,COMPLETED,FALSE,0,COMPLETED,TRUE,0
284,istio/istio,TRUE,aba44509973dc73e7fac4babbd6f3e78117f364e,13605,282176,TRUE,ff94a6cecf5f5f117f5f3a9092fe42acab6f4489,1317,17028,28,COMPLETED,TRUE,80,TIMEOUT,,
285,jgraph/drawio-desktop,TRUE,71a527a4666c1acba36282269ced2d5717ccc605,459,3192,TRUE,b57eda4dfd46cb7ffbcaf6b655880c6f06099a31,3,192,0,COMPLETED,TRUE,2,COMPLETED,TRUE,2
286,nlohmann/json,TRUE,87cda1d6646592ac5866dc703c8e1839046a6806,2062,199992,TRUE,2bfcbda674a4c7638403d757415f1683e6c7f643,143,320,23,COMPLETED,TRUE,9,TIMEOUT,,
287,skylot/jadx,TRUE,358adbdd65db09fcad2a700dd6dfba9c50db3d8b,1592,34408,TRUE,4751b59423165368ead01942625296d3563832cd,21,224,15,COMPLETED,TRUE,7,COMPLETED,TRUE,7
288,formulahendry/955.WLB,TRUE,2ab70d54f7859611a3aa7311c3c54464195822c3,50,428,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
289,dkhamsing/open-source-ios-apps,TRUE,ce3759809ce8a896c1ae079a946f2aa8d4b19ce7,5333,20956,TRUE,f2b51df61d6cdedc00f8e9039d77f415cb91b3f3,42,212,2,COMPLETED,TRUE,3,TIMEOUT,,
290,bilibili/ijkplayer,TRUE,30eb9441945da795079492041a791c121d2b8206,2378,15464,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
291,SheetJS/sheetjs,TRUE,a37359729497d93cf8438f96875a5fe813c040b9,616,320500,TRUE,43be5793bce4b32833edbc05de77e2181eeed5b5,53,248,7,COMPLETED,TRUE,8,TIMEOUT,,
292,shadowsocks/ShadowsocksX-NG,TRUE,0e0e5126d184e39efe2f027e62f7f0129b0871f8,191,92484,TRUE,d521691806c190823b96e3eb8edcc42f186d253c,20,204,1,COMPLETED,TRUE,4,COMPLETED,TRUE,5
293,laurent22/joplin,TRUE,0c50a5ab9b87683aeff226df09e416f2172152c5,5118,417156,FALSE,,,,12,COMPLETED,TRUE,0,TIMEOUT,,
294,FFmpeg/FFmpeg,TRUE,b3e261bab381f43ab5f842725d30479d511d1111,88107,438996,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
295,brillout/awesome-react-components,TRUE,bf4230b7f7050598e9099334e6f1499517661826,469,1180,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
296,streamich/react-use,TRUE,e53ca94a0b1f20270b0f75dc2ca1fecf1e119dde,2009,85564,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
297,jgraph/drawio,TRUE,409d669eb1b41a10ecb05f72bf3f2b6ee0afcef2,1121,1231052,TRUE,34cb76b7bf1cadc25da2e49b5963ecea4e305e3c,153,2732,4,COMPLETED,TRUE,9,COMPLETED,TRUE,22
298,microsoft/monaco-editor,TRUE,a5298e13bba5ab5d97ccef97c7b56df9cec489ce,818,80820,TRUE,61a7904a264faa08a5724d6892f31a9599e18d05,23,208,8,COMPLETED,TRUE,3,COMPLETED,TRUE,3
299,unknwon/the-way-to-go_ZH_CN,TRUE,36742d03bb24e2341800efacb826ffdde2bba574,859,18916,TRUE,c5138b2b833ff1f0dd66b5339e758337323452ea,2,192,1,COMPLETED,TRUE,1,COMPLETED,TRUE,1
300,zxing/zxing,TRUE,75dbbb00dd10a5f3683553e1d56b8209b9db48e2,3527,395456,TRUE,b2dbe424cc3b7c6f27ccda22b0c24e2e95ca4ae5,58,316,6,COMPLETED,TRUE,8,COMPLETED,TRUE,8
301,google/leveldb,TRUE,d019e3605f222ebc5a3a2484a2cb29db537551dd,353,3240,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
302,mastodon/mastodon,TRUE,f7d589aa87df2896e03bf16595c9741876dba1ed,11044,241408,TRUE,8b41ccce3040c9961bd784cf96a359846b0b8024,116,296,8,COMPLETED,TRUE,13,TIMEOUT,,
303,chubin/cheat.sh,TRUE,571377f2f79422398a701cb1864487124ec3dcc6,519,11284,FALSE,,,,15,COMPLETED,TRUE,0,COMPLETED,TRUE,0
304,poteto/hiring-without-whiteboards,TRUE,f131e08006ca4122ca233b82aa97a95eaf0e02c1,1001,3732,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
305,alibaba/arthas,TRUE,60d5957de6fe91bae32eb488f1ac394eb374e775,1507,55208,TRUE,c3f4076745b2341c09c1d923339fd222d60b9f49,28,200,27,COMPLETED,TRUE,2,COMPLETED,TRUE,2
306,netty/netty,TRUE,b063c211277fcfb4453f24aad3bda8529cf21b8a,10227,124516,TRUE,48f3373478b51e96cf3d8e72b9f846b4be9e16ee,906,1252,12,COMPLETED,TRUE,30,TIMEOUT,,
307,gto76/python-cheatsheet,TRUE,43b351937bec751c82f9b89a0d9a54c2507d0e56,2161,23340,TRUE,e833eae79c2c7d5c094d15ca0f28e99fce32ae5f,70,216,3,COMPLETED,TRUE,1,COMPLETED,TRUE,3
308,vuejs/vue-cli,TRUE,ef08a08c41b028a2484f262414a8c91d151febc7,2795,43980,TRUE,ef10f56cca0e2298692dcff40ef27eefc5bc49ae,34,272,3,COMPLETED,TRUE,7,COMPLETED,TRUE,7
309,joshbuchea/HEAD,TRUE,854417d8232e7218ca57f0e52cb6484d577121d0,255,920,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
310,bayandin/awesome-awesomeness,TRUE,c35ea15c5db11409f2bd6467725bcec57d9689df,393,572,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
311,koalaman/shellcheck,TRUE,f1bdda54cb87918f30bf11afa94dad0de149c324,1373,6580,TRUE,147787416b3d811681350c906951b473582d03e5,1754,3212,4,COMPLETED,TRUE,481,COMPLETED,TRUE,502
312,certbot/certbot,TRUE,885ebf80e35332e5736b1dd0f87632317bccb68a,3769,59764,TRUE,c5eb7ce1218bf8a4fa5ecb2bb48c9ba69642def3,339,364,0,COMPLETED,FALSE,4,COMPLETED,TRUE,18
313,LeCoupa/awesome-cheatsheets,TRUE,2137ac0559c2703a6b952fa1a0ff5cd55d32ccc6,394,14800,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
314,lukehoban/es6features,TRUE,8dd2dd92de4d0d099a83b2afa43c65090ed176fb,67,268,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
315,freeCodeCamp/devdocs,TRUE,45d6e22dca8a2143a9f84327003343a35dd15835,3577,45248,TRUE,d089dc53892d84d987e9f7f06b7949a802298553,54,256,0,COMPLETED,TRUE,4,COMPLETED,TRUE,6
316,cli/cli,TRUE,2e6f2020316c744e14b0b49fdea5966f1ea7054b,1373,32492,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
317,romkatv/powerlevel10k,TRUE,0c197ed4a51e10ed613e48a080f23b1ee7968006,2536,76992,FALSE,,,,30,COMPLETED,TRUE,0,COMPLETED,TRUE,0
318,ariya/phantomjs,TRUE,0a0b0facb16acfbabb7804822ecaf4f4b9dce3d2,1309,169288,TRUE,29c3a82b781cb651bf9760a5b9df723d039f180c,666,732,1,COMPLETED,TRUE,18,TIMEOUT,,
319,fxsjy/jieba,TRUE,67fa2e36e72f69d9134b8a1037b83fbb070b9775,305,108024,TRUE,b340331c2d970fdc8932db86b4648f06125b71f4,11,192,0,COMPLETED,TRUE,2,COMPLETED,TRUE,2
320,dotnet/aspnetcore,TRUE,bad61768c1d05bf042943c01b5c3c0c56c16b49b,8313,525692,TRUE,b281973fe2d65e009696b9ad60465e5fbafd095a,424,1072,6,COMPLETED,TRUE,14,TIMEOUT,,
321,react-boilerplate/react-boilerplate,TRUE,d19099afeff64ecfb09133c06c1cb18c0d40887e,763,12680,FALSE,,,,45,COMPLETED,TRUE,0,COMPLETED,TRUE,0
322,beego/beego,TRUE,7fa92f927ae0671e942e8a5048621843daf0c835,1593,15932,TRUE,b09ffdc709970684491d6bda4b0f9d92f890aaa0,16,196,5,COMPLETED,TRUE,2,COMPLETED,TRUE,2
323,Dreamacro/clash,TRUE,c231fd14666d6ea05d6a75eaba6db69f9eee5ae9,767,3644,TRUE,d842bb58c1232ff7e4c6bddfd4a414110698d3ff,149,304,7,COMPLETED,TRUE,8,COMPLETED,TRUE,21
324,sorrycc/awesome-javascript,TRUE,3f39f8acec4d513575a408760151b0c7c6a3dac9,453,1244,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
325,junegunn/vim-plug,TRUE,8fdabfba0b5a1b0616977a32d9e04b4b98a6016a,560,9324,TRUE,5059231dbfeb00ddd273facb2031e0b4bd3a36a3,167,316,6,COMPLETED,TRUE,10,COMPLETED,TRUE,15
326,mathiasbynens/dotfiles,TRUE,66ba9b3cc0ca1b29f04b8e39f84e5b034fdb24b6,733,1360,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
327,mitmproxy/mitmproxy,TRUE,3eab9f0856403c53871d258bba289dfcbeb6e0df,3924,95164,TRUE,70d9b27626efbb4e9b20a5ebf95a413c9db1efcb,16,200,10,COMPLETED,TRUE,3,COMPLETED,TRUE,3
328,jashkenas/backbone,TRUE,0d455df4e15d814ed9c3f24be1ab4ea23c5c630d,1511,35976,TRUE,1e58bcd076821e2a62b7be0a9b3c608d080fe89a,1040,1092,98,COMPLETED,TRUE,9,COMPLETED,TRUE,36
329,tastejs/todomvc,TRUE,4e301c7014093505dcf6678c8f97a5e8dee2d250,1671,214796,TRUE,ce9aefa35240a68a32184dd309490ac64c41bd23,197,308,0,COMPLETED,FALSE,6,COMPLETED,TRUE,9
330,shengxinjing/programmer-job-blacklist,TRUE,164a61e2f95713d87b2464bd477693b1f4b9b33d,107,1540,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
331,openai/gym,TRUE,feea527a4fe66f48a077cf7e264ae60f86f745fa,1543,9948,TRUE,9dd8e103732f098a842eef97301e932a2fbd3b4d,555,1120,18,COMPLETED,TRUE,17,COMPLETED,TRUE,22
332,codepath/android_guides,TRUE,a6f402a940e48ce880c6f13fba9daaba9eb7b2fc,51,2476,TRUE,095b6c41b07c4d0dbc6603d95f604690ec30dd90,9581,9060,523,COMPLETED,TRUE,206,COMPLETED,TRUE,306
333,pyenv/pyenv,TRUE,572a8bcfbae62fcfce6b817484951f3df8b9be85,1345,11796,TRUE,5581659500e9906047395383f3a61d7e2b11c014,206,356,2,COMPLETED,TRUE,13,COMPLETED,TRUE,14
334,alibaba/p3c,TRUE,6c59c8c36ecd8722c712d5685b8c3822c1c8b030,185,33580,TRUE,5719b8ecc4673ed8bcf9f8b10e9209bede5d1ef8,19,224,28,COMPLETED,TRUE,7,COMPLETED,TRUE,8
335,vuejs/vuex,TRUE,01f87f0c3d59d0796a2535719dfa8328d1af390d,988,19052,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
336,aosabook/500lines,TRUE,fba689d101eb5600f5c8f4d7fd79912498e950e2,283,137292,TRUE,9a494c1246b62dec7b4e796a926601af43d946b8,59,244,1,COMPLETED,TRUE,5,COMPLETED,TRUE,10
337,caolan/async,TRUE,63d0de2fd9f85d9e0727c3a82a250a561294a3fd,1090,18676,TRUE,1cf86fb1b530a376d508a326cc63876d4b01e28d,2,192,6,COMPLETED,TRUE,1,COMPLETED,TRUE,1
338,square/leakcanary,TRUE,013c7fdd9069e0895a676b0a16a1737691b324a7,1112,317020,TRUE,e6981ba4e44543f1f926c2f543af6c892409b198,169,13560,5,COMPLETED,TRUE,4,COMPLETED,TRUE,14
339,ityouknow/spring-boot-examples,TRUE,0300914529ffa8bfa7ce8fbc7d4c0d72a35272e9,163,6180,FALSE,,,,7,COMPLETED,TRUE,0,COMPLETED,TRUE,0
340,kenwheeler/slick,TRUE,7daf56cb83e1365e7b7b0ef551f4a6b6b82a0f78,473,4236,TRUE,c9b4ad3906a672cea32a809c76b08723986f8cde,1,188,0,COMPLETED,FALSE,1,COMPLETED,FALSE,1
341,rapid7/metasploit-framework,TRUE,98b2234cab8cbb60f6907a268f65e69de7b7aae7,21363,979872,TRUE,6dffa59d553da901ec775af902e34e9a91ddc00b,2491,7984,4,COMPLETED,TRUE,149,TIMEOUT,,
342,vim/vim,TRUE,e366ed4f2c6fa8cb663f1b9599b39d57ddbd8a2a,16212,267392,TRUE,dbea409006e15e25c9602b7e1ae1c6e0de90eda1,24,204,18,COMPLETED,TRUE,3,TIMEOUT,,
343,Homebrew/legacy-homebrew,TRUE,c092d647aa750dd5e8df0cdfb180822cc3abce55,63617,80228,TRUE,a9f358af57bf67ef01c4eeea5b26f78d5fdefc1e,1838,1688,0,COMPLETED,TRUE,8,TIMEOUT,,
344,atlassian/react-beautiful-dnd,TRUE,ed57ed6a2366833d92eb48ffd68aeecf1e025724,581,21352,FALSE,,,,6,COMPLETED,TRUE,0,COMPLETED,TRUE,0
345,mqyqingfeng/Blog,TRUE,2b2157c2fd6332d5ed9246229d45dd1620cb06a7,299,10720,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
346,laravel/framework,TRUE,8902690a87f87f516e298c6e00fa1dbf8a0224dd,8569,99156,TRUE,4d30c8d606e84ffcc96840201c82d386f99c9c46,3,188,5,COMPLETED,TRUE,1,COMPLETED,TRUE,1
347,ReactiveX/rxjs,TRUE,47fa8d555754b18887baf15e22eb3dd91bf8bfea,3956,141772,TRUE,690ffa8958811f7c98f0f2e3e1fac36f391479b2,4,192,4,COMPLETED,TRUE,2,COMPLETED,TRUE,2
348,QSCTech/zju-icicles,TRUE,d7151e26357b8ff9738ca5325bdd3adf55ae7735,217,7341892,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
349,amix/vimrc,TRUE,a716fe1777f72444f54845763c3060c4e1a33059,310,40424,TRUE,00b94b99da739b84276def152cb7163935d16b74,4,192,4,COMPLETED,TRUE,2,COMPLETED,TRUE,2
350,standard/standard,TRUE,3bfa8525387d8b549f57cb1e3607d8c5c6f2817d,1405,5764,TRUE,7c7c79f7eeae61a172b7f4a6764d52497f7c641e,7,188,12,COMPLETED,TRUE,1,COMPLETED,TRUE,2
351,spf13/cobra,TRUE,f464d6c82e9af74b7a46301a775163984af32cd1,770,2588,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
352,naptha/tesseract.js,TRUE,adcb5b875986ebe61d7235e64d956d648c53c1dd,391,240180,FALSE,,,,26,COMPLETED,TRUE,0,COMPLETED,TRUE,0
353,symfony/symfony,TRUE,289468042b9eac7ef2c2db7e144e4c51ec33a24a,14454,327588,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
354,elsewhencode/project-guidelines,TRUE,d433cc218e5b37280f55db5b147634fef9263d84,140,1160,FALSE,,,,13,COMPLETED,TRUE,0,COMPLETED,TRUE,0
355,airbnb/lottie-web,TRUE,d14e884b6a11037fefe810a97dbb9c6eec5eeb80,1284,405700,TRUE,e4df1547eab16a234ec109efaedc6d2ff6b9693d,88,300,20,COMPLETED,TRUE,19,COMPLETED,TRUE,23
356,topjohnwu/Magisk,TRUE,4eb71830b3d32783157f9ccdcc15b43bb85886f4,4268,111280,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
357,typicode/husky,TRUE,840c4164d06d3c412caf63a9c9d7ca1af15f2165,811,3948,TRUE,146fe52a7e9e57d2bf0e5bb019e4fc9479e26175,3,184,0,COMPLETED,TRUE,0,COMPLETED,TRUE,2
358,crossoverJie/JCSprout,TRUE,138bf674028a5e14584d94576cbacb97cbdf56de,543,18752,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
359,ziadoz/awesome-php,TRUE,42bf0a34ae3f36429e1eda96863c3ec53e9e1216,1231,1684,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
360,denysdovhan/wtfjs,TRUE,7ad136dd5580f631224c618704ffe5123d6c098a,233,3052,FALSE,,,,7,COMPLETED,TRUE,0,COMPLETED,TRUE,0
361,composer/composer,TRUE,3e844cc48fb8bdbbdd55a06b7a59312b0cafe764,5793,38836,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
362,google/googletest,TRUE,86add13493e5c881d7e4ba77fb91c1f57752b3a4,1963,16372,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
363,raywenderlich/swift-algorithm-club,TRUE,e592ed665973fda36df3efa6d7c20ee08705d8db,855,37172,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
364,fzaninotto/Faker,TRUE,5ffe7db6c80f441f150fc88008d64e64af66634b,982,22996,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
365,0xAX/linux-insides,TRUE,91361bb963a399b221a7d225e3fa411d107a34d1,976,34120,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
366,webtorrent/webtorrent,TRUE,6af6d218aa6c77eba905a81f25fe042ecf71c702,2459,13784,TRUE,63e46e0aecadef3c4988a65e6007bcea69b46895,22,200,13,COMPLETED,TRUE,1,COMPLETED,TRUE,6
367,jashkenas/underscore,TRUE,a15d1afc708ec23894880b2ec4c1eb309447a906,1152,14844,TRUE,1b71a24b27ef236394769272f4818ddbbf7665f4,114,244,0,COMPLETED,TRUE,2,COMPLETED,TRUE,5
368,Tencent/weui,TRUE,843530ff60173d92fe0722670fce1986ecce97ea,254,13412,TRUE,4613ffc010af2581ffb1f32f895a930e0243f631,325,360,3,COMPLETED,TRUE,4,COMPLETED,TRUE,46
369,houshanren/hangzhou_house_knowledge,TRUE,4d078b02541d01545632f1606e87602eeddb32d3,65,1624508,FALSE,,,,91,COMPLETED,TRUE,0,COMPLETED,TRUE,0
370,postcss/postcss,TRUE,04877f35f481df17737147351b4122944de824f4,2909,11360,TRUE,d76ce798ebdc09bb26e73d86bbe7a8d5328c0a62,20,196,5,COMPLETED,TRUE,2,COMPLETED,TRUE,3
371,apache/airflow,TRUE,865406cbab4defd35c95afbf0a8d5987ff7788b1,14424,269184,TRUE,4c80c1538b354d958b99e8908bafa85631f6fca2,141,256,14,COMPLETED,TRUE,1,TIMEOUT,,
372,sequelize/sequelize,TRUE,b382a3239137bebdef26912f75780041efa0ad98,5054,44484,TRUE,f40ef4bea9fbc54074860a249ade11f286f8ef42,439,480,11,COMPLETED,TRUE,7,COMPLETED,TRUE,54
373,docker/compose,TRUE,e5dcb8a8f8edaaf4cfd50575a5ad2367fb1e3f6d,1327,26856,TRUE,b7a35074c5d0ad9f64c08d367c6162ef99236635,4410,2292,2,COMPLETED,TRUE,17,TIMEOUT,,
374,hankcs/HanLP,TRUE,16e32af76d5dd58c6f01f197a38b20853e92498e,1520,78600,TRUE,0fb153aadbb8049d1a3a04649857b0c29ad365a4,211,10756,16,COMPLETED,TRUE,18,TIMEOUT,,
375,niklasvh/html2canvas,TRUE,6020386bbeed60ad68e675fdcaa6220e292fd35a,878,128136,TRUE,53c37fcb8e437e0b83bb743b8e6d5cbef493942f,28,208,4,COMPLETED,TRUE,4,COMPLETED,TRUE,4
376,IanLunn/Hover,TRUE,b6e9a10c9a23db4926779cf00b320c2ee1a4f507,90,3172,TRUE,33d5871e01de63343d77dcca36e36159ae3e0e3c,12,204,2,COMPLETED,TRUE,4,COMPLETED,TRUE,4
377,ZuzooVn/machine-learning-for-software-engineers,TRUE,170d64ab6cdc0f64731764bd7f711920395dfec1,213,816,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
378,VincentGarreau/particles.js,TRUE,d01286d6dcd61f497d07cc62bd48e692f6508ad5,114,488,TRUE,7da62bd359bfc61ddfa0ca254adad0b1c2c020c4,1,188,1,COMPLETED,TRUE,1,COMPLETED,TRUE,1
379,xkcoding/spring-boot-demo,TRUE,f10dc0a45be84e89acb48f6cf259620f52838b6e,700,26120,FALSE,,,,11,COMPLETED,TRUE,0,COMPLETED,TRUE,0
380,nvie/gitflow,TRUE,15aab26490facf285acef56cb5d61025eacb3a69,237,836,TRUE,beb448ec4220dcbe75324b8355a2c5c5d255050e,189,328,0,COMPLETED,FALSE,12,COMPLETED,FALSE,27
381,jgm/pandoc,TRUE,a21d6e9fa6d9e0287b6db05fc663810337ef3f9a,13526,85280,TRUE,e76c2dcced1880b80cc2ae60aaa617a8bf4cf4bc,754,1276,11,COMPLETED,TRUE,30,TIMEOUT,,
382,bannedbook/fanqiang,TRUE,7b80d32e621123552fdb208d1d76ee0d046d84fa,1082,758408,TRUE,7f59bbbeb5b723514df337adcfd003c4af3ddb3f,4533,3132,28,COMPLETED,TRUE,16,COMPLETED,TRUE,51
383,JakeWharton/butterknife,TRUE,fcdebedf3276096db2f51bf6372b849b5a9c75ed,646,8344,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
384,herrbischoff/awesome-macos-command-line,TRUE,05403438f153ee1f8ee82ec63806b25bb037a776,1,188,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
385,alibaba/druid,TRUE,4e79691110a0b8c814f27ab0e8ac40098f7dc10b,4306,145192,TRUE,e873104a095096663c1e6076682b67b098dc233b,811,2016,10,COMPLETED,TRUE,78,TIMEOUT,,
386,trailofbits/algo,TRUE,a43de0943788aacf2ce339ef88aca4b91ee1b02d,962,6048,FALSE,,,,6,COMPLETED,TRUE,0,COMPLETED,TRUE,0
387,donnemartin/interactive-coding-challenges,TRUE,358f2cc60426d5c4c3d7d580910eec9a7b393fa9,599,13752,FALSE,,,,25,COMPLETED,TRUE,0,COMPLETED,TRUE,0
388,geekcomputers/Python,TRUE,49353458404e5cb0e01deb0497c8d3cdc5e2e73f,1069,73832,TRUE,6761bd8f82710640cd98de177b1f78f5f5771ea3,6,192,0,COMPLETED,TRUE,2,COMPLETED,TRUE,2
389,danielgindi/Charts,TRUE,b38b8d45a8cbda9f0f2a3566778ed114f06056b7,1085,205408,TRUE,560e4821f380c8252b76c163cd58daae1ce72373,9,188,17,COMPLETED,TRUE,1,COMPLETED,TRUE,3
390,halfrost/LeetCode-Go,TRUE,c8d650f39b57677a7d06a91b46bc993662b3e0cd,1060,48344,FALSE,,,,40,COMPLETED,TRUE,0,COMPLETED,TRUE,0
391,rethinkdb/rethinkdb,TRUE,e9c37045b46a94a1c918eacf73cdab945a10601d,5967,175460,TRUE,99f12ade037115f1c24d8104a4c2a88228c127c3,224,396,3,COMPLETED,TRUE,13,TIMEOUT,,
