code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,doc_link,source_link
-o,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,-,-,-,-,-,-,https://github.com/beurtschipper/Depix/blob/6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb/README.md,https://github.com/beurtschipper/Depix/blob/f6b3da091883277bb86a2c2813dd65d0023f4682/genpixed.py#L12
-p,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,https://github.com/beurtschipper/Depix/blob/6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb/README.md,https://github.com/beurtschipper/Depix/blob/f6b3da091883277bb86a2c2813dd65d0023f4682/depix.py#L17
-s,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/beurtschipper/Depix/blob/6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb/README.md,https://github.com/beurtschipper/Depix/blob/6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb/depixlib/depix.py#L87
/,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,13,13,13,13,13,13,-,-,-,-,-,-,https://github.com/beurtschipper/Depix/blob/6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb/README.md,https://github.com/beurtschipper/Depix/blob/f6b3da091883277bb86a2c2813dd65d0023f4682/genpixed.py#L40
RGB,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,2,2,2,2,2,2,2,3,3,3,https://github.com/beurtschipper/Depix/blob/6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb/README.md,https://github.com/beurtschipper/Depix/blob/6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb/depixlib/functions.py#L392
genpixed,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,https://github.com/beurtschipper/Depix/blob/6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb/README.md,https://github.com/beurtschipper/Depix/blob/6dbbc29cd8e5ad7e52ddd18964e47b51ac2b54cb/setup.cfg#L36
