code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,doc_link,source_link
OS,repo,README.md,.,.,.,.,4,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/adobe-fonts/source-code-pro/blob/66331c8290c2d6e14fd3e84e3575791b5ffb47af/README.md,https://github.com/adobe-fonts/source-code-pro/blob/59bd47da2707578707c342868e8d255b48b60f6e/SourceCodeProReadMe.html#L120
OpenType,repo,README.md,.,.,.,.,7,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/adobe-fonts/source-code-pro/blob/66331c8290c2d6e14fd3e84e3575791b5ffb47af/README.md,https://github.com/adobe-fonts/source-code-pro/blob/29fdb884c6e9dc2a312f4a5e2bb3b2dad2350777/package.json#L4
UI,repo,README.md,.,.,.,.,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/adobe-fonts/source-code-pro/blob/66331c8290c2d6e14fd3e84e3575791b5ffb47af/README.md,https://github.com/adobe-fonts/source-code-pro/blob/29fdb884c6e9dc2a312f4a5e2bb3b2dad2350777/package.json#L4
ExtraLight,wiki,History-and-Menu-Info.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,https://github.com/adobe-fonts/source-code-pro/wiki/History-and-Menu-Info/2cd29114a147cd590cd1fece363d031e647a6b38,https://github.com/adobe-fonts/source-code-pro/blob/29fdb884c6e9dc2a312f4a5e2bb3b2dad2350777/source-code-pro.css#L6
LICENSE,wiki,History-and-Menu-Info.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,https://github.com/adobe-fonts/source-code-pro/wiki/History-and-Menu-Info/2cd29114a147cd590cd1fece363d031e647a6b38,https://github.com/adobe-fonts/source-code-pro/blob/29fdb884c6e9dc2a312f4a5e2bb3b2dad2350777/LICENSE.md#L9
OFL,wiki,History-and-Menu-Info.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,https://github.com/adobe-fonts/source-code-pro/wiki/History-and-Menu-Info/2cd29114a147cd590cd1fece363d031e647a6b38,https://github.com/adobe-fonts/source-code-pro/blob/29fdb884c6e9dc2a312f4a5e2bb3b2dad2350777/package.json#L21
OpenType,wiki,History-and-Menu-Info.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,https://github.com/adobe-fonts/source-code-pro/wiki/History-and-Menu-Info/2cd29114a147cd590cd1fece363d031e647a6b38,https://github.com/adobe-fonts/source-code-pro/blob/29fdb884c6e9dc2a312f4a5e2bb3b2dad2350777/package.json#L4
