code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,doc_link,source_link
group,wiki,Upgrading-from-3.2.1-to-4.md,0,225,225,356,356,356,356,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L1781
h-square,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1626
hand-o-down,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L277
hand-o-left,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L265
hand-o-right,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L259
hand-o-up,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L271
hdd,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,47,47,47,47,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L958
hdd-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L253
heart-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L181
hospital,wiki,Upgrading-from-3.2.1-to-4.md,0,214,214,252,252,252,252,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2015
hospital-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L410
indent,wiki,Upgrading-from-3.2.1-to-4.md,0,34,34,39,39,39,39,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2159
info-circle,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L477
keyboard,wiki,Upgrading-from-3.2.1-to-4.md,0,60,60,71,71,71,71,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2210
keyboard-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L465
legal,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,48,48,48,48,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L871
lemon,wiki,Upgrading-from-3.2.1-to-4.md,0,60,60,71,71,71,71,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2273
lemon-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L206
lightbulb,wiki,Upgrading-from-3.2.1-to-4.md,0,60,60,73,73,73,73,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2285
lightbulb-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L378
linkedin-square,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L189
meh,wiki,Upgrading-from-3.2.1-to-4.md,0,240,240,270,270,270,270,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L1445
meh-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L459
microphone-slash,wiki,Upgrading-from-3.2.1-to-4.md,0,34,34,45,45,45,45,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2468
minus-circle,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L481
minus-square,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,47,47,47,47,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1628
minus-square-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L526
mobile,wiki,Upgrading-from-3.2.1-to-4.md,0,198,198,356,356,356,356,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2486
mobile-phone,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,48,48,48,48,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1215
moon,wiki,Upgrading-from-3.2.1-to-4.md,0,128,128,149,149,149,149,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L992
moon-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L775
move,wiki,Upgrading-from-3.2.1-to-4.md,0,0,0,53,53,53,53,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L4100
off,wiki,Upgrading-from-3.2.1-to-4.md,0,76,76,88,88,88,88,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L3683
outdent,wiki,Upgrading-from-3.2.1-to-4.md,0,42,42,48,48,48,48,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2618
paperclip,wiki,Upgrading-from-3.2.1-to-4.md,0,34,34,41,41,41,41,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2645
paste,wiki,Upgrading-from-3.2.1-to-4.md,0,60,60,75,75,75,75,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2657
pencil-square,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1634
pencil-square-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L95
phone-square,wiki,Upgrading-from-3.2.1-to-4.md,0,64,64,70,70,70,70,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1637
picture,wiki,Upgrading-from-3.2.1-to-4.md,0,0,0,2,2,2,2,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/metadata/shims.yml#L213
picture-o,wiki,Upgrading-from-3.2.1-to-4.md,0,40,40,42,42,42,42,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L75
pinterest-square,wiki,Upgrading-from-3.2.1-to-4.md,0,50,50,55,55,55,55,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/brands.svg#L926
play-circle,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,47,47,47,47,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L487
play-circle-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L53
plus-circle,wiki,Upgrading-from-3.2.1-to-4.md,0,52,52,58,58,58,58,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L489
plus-square,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,47,47,47,47,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1641
plus-square-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L845
power-off,wiki,Upgrading-from-3.2.1-to-4.md,0,34,34,41,41,41,41,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L2963
question-circle,wiki,Upgrading-from-3.2.1-to-4.md,0,64,64,68,68,68,68,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L491
remove,wiki,Upgrading-from-3.2.1-to-4.md,2,106,106,113,113,113,113,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1761
reorder,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,48,48,48,48,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L220
rmb,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,48,48,48,48,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1990
rss-square,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1649
save,wiki,Upgrading-from-3.2.1-to-4.md,0,68,68,72,72,72,72,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L832
scissors,wiki,Upgrading-from-3.2.1-to-4.md,0,122,122,142,142,142,142,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L1856
search-minus,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1158
search-plus,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1160
share,wiki,Upgrading-from-3.2.1-to-4.md,1,205,205,240,240,240,240,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L3218
share-alt,wiki,Upgrading-from-3.2.1-to-4.md,0,64,64,70,70,70,70,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1535
share-square,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,47,47,47,47,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1533
share-square-o,wiki,Upgrading-from-3.2.1-to-4.md,0,12,12,15,15,15,15,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L107
sign-in,wiki,Upgrading-from-3.2.1-to-4.md,0,76,76,85,85,85,85,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L128
sign-out,wiki,Upgrading-from-3.2.1-to-4.md,0,76,76,85,85,85,85,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L124
smile,wiki,Upgrading-from-3.2.1-to-4.md,0,288,288,320,320,320,320,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L1460
smile-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L447
sort-alpha-asc,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L100
sort-alpha-desc,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L113
sort-amount-asc,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L110
sort-amount-desc,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L105
sort-asc,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1596
sort-desc,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1594
sort-down,wiki,Upgrading-from-3.2.1-to-4.md,0,42,42,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L3344
sort-numeric-asc,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L94
sort-numeric-desc,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L97
sort-up,wiki,Upgrading-from-3.2.1-to-4.md,0,42,42,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L3347
square,wiki,Upgrading-from-3.2.1-to-4.md,0,2499,2499,2997,2997,2997,2997,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L209
square-o,wiki,Upgrading-from-3.2.1-to-4.md,0,40,40,44,44,44,44,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L212
