code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,doc_link,source_link
BY,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/github/copilot-docs/blob/fed6cf84961e151c7b5a0949e44c2f36881d113a/README.md,https://github.com/github/copilot-docs/blob/9acfd2fcc0cb0fcbddb0da581616c802b04899d7/LICENSE.txt#L286
CC,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/github/copilot-docs/blob/fed6cf84961e151c7b5a0949e44c2f36881d113a/README.md,https://github.com/github/copilot-docs/blob/9acfd2fcc0cb0fcbddb0da581616c802b04899d7/LICENSE.txt#L33
CODE_OF_CONDUCT,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/github/copilot-docs/blob/fed6cf84961e151c7b5a0949e44c2f36881d113a/README.md,https://github.com/github/copilot-docs/blob/9acfd2fcc0cb0fcbddb0da581616c802b04899d7/CONTRIBUTING.md#L5
GitHub,repo,README.md,95,95,95,95,99,101,101,101,101,101,101,101,101,101,142,142,142,144,145,https://github.com/github/copilot-docs/blob/fed6cf84961e151c7b5a0949e44c2f36881d113a/README.md,https://github.com/github/copilot-docs/blob/9acfd2fcc0cb0fcbddb0da581616c802b04899d7/gallery/ruby-twitter-api-example/README.md#L5
JetBrains,repo,README.md,-,-,-,11,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,https://github.com/github/copilot-docs/blob/fed6cf84961e151c7b5a0949e44c2f36881d113a/README.md,https://github.com/github/copilot-docs/blob/9acfd2fcc0cb0fcbddb0da581616c802b04899d7/docs/jetbrains/licensing-info.md#L1
LICENSE,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/github/copilot-docs/blob/fed6cf84961e151c7b5a0949e44c2f36881d113a/README.md,https://github.com/github/copilot-docs/blob/9acfd2fcc0cb0fcbddb0da581616c802b04899d7/LICENSE.txt#L301
