code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,doc_link,source_link
PDF,repo,README.md,152,152,152,152,152,152,152,152,152,152,152,152,152,153,153,153,152,231,https://github.com/davideuler/architecture.of.internet-product/blob/dc3b041d3601ed1061514e2319aec1501f964709/README.md,https://github.com/davideuler/architecture.of.internet-product/blob/479807dc75abe53959afb5b932bda8addbe23c02/其他/软件架构原理－IBM.pdf#L1
PPT,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,https://github.com/davideuler/architecture.of.internet-product/blob/dc3b041d3601ed1061514e2319aec1501f964709/README.md,https://github.com/davideuler/architecture.of.internet-product/blob/1b87950722e9205ab0543d671f1010a04471dd52/2.微博架构/README.md#L37
QQ,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,245,248,248,248,245,257,https://github.com/davideuler/architecture.of.internet-product/blob/dc3b041d3601ed1061514e2319aec1501f964709/README.md,https://github.com/davideuler/architecture.of.internet-product/blob/479807dc75abe53959afb5b932bda8addbe23c02/其他/软件架构原理－IBM.pdf#L1211
URL,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,https://github.com/davideuler/architecture.of.internet-product/blob/dc3b041d3601ed1061514e2319aec1501f964709/README.md,https://github.com/davideuler/architecture.of.internet-product/blob/479807dc75abe53959afb5b932bda8addbe23c02/其他/软件架构原理－IBM.pdf#L13451
