code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
fragments,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,-,-,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/f050cfd3fe3d3c2d190b6ca265e4c908d232e48d/tsconfig.json#L20
hooks,repo,README.md,69,69,69,69,69,48,48,48,47,47,47,46,-,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/147fb40db9c52be131a272e0246020094df0d0e9/yarn.lock#L3774
http://localhost:3000,repo,README.md,2,2,2,2,2,2,2,2,1,1,1,1,1,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/core/.local.env#L8
icons,repo,README.md,15,15,15,15,15,15,15,15,15,15,16,16,17,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2302
index.ts,repo,README.md,13,13,13,13,13,13,13,10,10,10,10,9,8,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L236
maxAge,repo,README.md,24,24,24,24,24,25,25,25,25,25,25,25,25,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L9
menu,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,4,-,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/147fb40db9c52be131a272e0246020094df0d0e9/menus/UserMenu.tsx#L40
menus,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,2,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/common/AppToolbar.tsx#L18
prod,repo,README.md,15,15,15,15,15,15,15,15,7,7,7,7,7,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/webpack.config.js#L31
public,repo,README.md,15,15,15,15,15,16,16,16,16,16,16,16,16,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/webpack.config.js#L192
routes,repo,README.md,5,5,5,6,5,5,5,5,6,6,6,6,6,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/scripts/cf.js#L35
scripts,repo,README.md,42,42,42,42,42,73,73,73,73,73,73,73,73,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/package.json#L7
test,repo,README.md,361,361,361,361,361,338,338,338,336,336,336,336,336,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L1830
theme,repo,README.md,35,35,35,35,35,32,32,32,32,32,39,39,39,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/theme/index.ts#L12
useCurrentUser(),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,-,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/147fb40db9c52be131a272e0246020094df0d0e9/common/AppToolbar.tsx#L39
useLocation(),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,-,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/147fb40db9c52be131a272e0246020094df0d0e9/hooks/useLocation.ts#L7
workers,repo,README.md,19,19,19,19,19,23,23,23,19,19,19,19,19,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/README.md,https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L1465
/,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",3162,3162,3162,3162,3162,3827,3829,3814,3815,3815,3841,3784,3799,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/transform.ts#L1
<title>,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",2,2,2,2,2,2,2,2,2,2,2,1,1,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/proxy.ts#L51
App,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",11,11,11,11,11,12,12,12,11,11,12,13,13,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/Home.route.ts#L11
BY,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",0,0,0,0,0,3,3,3,3,3,3,3,3,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L63
CSS,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1,1,1,1,1,0,0,0,0,0,0,0,0,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/1d9509be4bc3b0bf6492042673b575ef745b983d/.yarn/plugins/@yarnpkg/plugin-interactive-tools.cjs#L34
Component,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",15,15,15,15,15,10,10,10,10,10,10,10,10,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/core/router.ts#L86
Contact,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",2,2,2,2,2,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/LegalPrivacy.tsx#L93
Date(),wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",0,0,0,0,0,3,3,3,3,3,3,3,3,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L144
ERROR,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1,1,1,1,1,1,1,1,1,1,1,1,1,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L299
FOR,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",3,3,3,3,3,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/LICENSE#L15
GET,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",24,24,24,24,24,23,23,23,23,23,23,23,23,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L137
GraphQL,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",11,11,11,11,11,11,11,11,10,10,10,7,7,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/proxy.ts#L17
HTML,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",6,6,6,6,6,6,6,6,7,7,7,6,5,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/transform.ts#L7
IN,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",7,7,7,7,7,9,9,9,9,9,9,9,9,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/LICENSE#L15
IT,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",3,3,3,3,3,4,4,4,4,4,4,4,4,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/LegalPrivacy.tsx#L188
JSON,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",108,108,108,108,108,120,120,120,123,123,123,121,124,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/transform.ts#L34
JSX,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",15,15,15,15,15,21,21,21,21,21,23,23,31,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/tsconfig.json#L16
JavaScript,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",4,4,4,4,4,18,18,18,18,18,18,18,18,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/tsconfig.json#L14
OTHER,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",3,3,3,3,3,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/LICENSE#L16
Promise,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",243,243,243,243,243,256,256,256,257,257,257,256,263,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/scripts/cf.js#L83
RENDER,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",0,0,0,0,0,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L63
React.Component,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1,1,1,1,1,1,1,1,1,1,1,1,1,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/common/App.tsx#L15
ReactDOM,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",2,2,2,2,2,2,2,2,2,2,2,2,0,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/147fb40db9c52be131a272e0246020094df0d0e9/index.tsx#L5
SET,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",2,2,2,2,2,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L305
TO,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",2,2,2,2,2,5,5,5,5,5,5,5,5,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/LICENSE#L14
