code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
COMPILER,repo,README.md,1,1,1,-,-,-,-,-,-,-,-,-,-,https://github.com/jamiebuilds/the-super-tiny-compiler/blob/f0321d5b1d77c409f56cc393564d0b3ffbd5a855/README.md,https://github.com/jamiebuilds/the-super-tiny-compiler/blob/6c712484ad50b360a11322163f067918eb5736f7/the-super-tiny-compiler.js#L1001
JavaScript,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/jamiebuilds/the-super-tiny-compiler/blob/f0321d5b1d77c409f56cc393564d0b3ffbd5a855/README.md,https://github.com/jamiebuilds/the-super-tiny-compiler/blob/d8d40130459d1537f6117a927947cd46c83182b0/the-super-tiny-compiler.js#L928
THE,repo,README.md,17,17,17,-,-,-,-,-,-,-,-,-,-,https://github.com/jamiebuilds/the-super-tiny-compiler/blob/f0321d5b1d77c409f56cc393564d0b3ffbd5a855/README.md,https://github.com/jamiebuilds/the-super-tiny-compiler/blob/6c712484ad50b360a11322163f067918eb5736f7/the-super-tiny-compiler.js#L367
