code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,doc_link,source_link
API,repo,README.md,-,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,110,110,110,110,110,110,https://github.com/ruanyf/jstraining/blob/96b488b1a9c4fc91f50950739fba04a4b8f1bee2/README.md,https://github.com/ruanyf/jstraining/blob/2e62ac59f8f604042ff163bd865ce174de66febb/docs/preparation.md#L33
CI,repo,README.md,-,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/ruanyf/jstraining/blob/96b488b1a9c4fc91f50950739fba04a4b8f1bee2/README.md,https://github.com/ruanyf/jstraining/blob/2e62ac59f8f604042ff163bd865ce174de66febb/docs/engineering.md#L20
CSS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,84,84,84,84,84,84,78,78,78,78,78,78,https://github.com/ruanyf/jstraining/blob/96b488b1a9c4fc91f50950739fba04a4b8f1bee2/README.md,https://github.com/ruanyf/jstraining/blob/2e62ac59f8f604042ff163bd865ce174de66febb/docs/history.md#L350
HTML,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,119,119,119,119,119,119,111,111,111,111,111,111,https://github.com/ruanyf/jstraining/blob/96b488b1a9c4fc91f50950739fba04a4b8f1bee2/README.md,https://github.com/ruanyf/jstraining/blob/2e62ac59f8f604042ff163bd865ce174de66febb/docs/react.md#L35
JavaScript,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,39,39,39,39,39,39,40,40,40,40,40,40,https://github.com/ruanyf/jstraining/blob/96b488b1a9c4fc91f50950739fba04a4b8f1bee2/README.md,https://github.com/ruanyf/jstraining/blob/2e62ac59f8f604042ff163bd865ce174de66febb/docs/react.md#L35
MVC,repo,README.md,-,7,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/ruanyf/jstraining/blob/96b488b1a9c4fc91f50950739fba04a4b8f1bee2/README.md,https://github.com/ruanyf/jstraining/blob/2e62ac59f8f604042ff163bd865ce174de66febb/docs/react.md#L251
