repo_name,code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link,author_1_is_outdated,author_1_reason,author_2_is_outdated,author_2_reason,author_3_is_outdated,author_3_reason,additional comments
google_capirca,CORP_NYC_NETBLOCK,wiki,Policy-format.md,3,0,d5273dd16dc573f8c58bd62675093f3cdc9e8154,1572940329,31235e964c9893f3f3432d84604fbaa727384047,1628120226,d1e9f9efd13a2569b6f39e68ffe548db4ed9502a,1568221104,https://github.com/google/capirca/wiki/Policy-format/d1e9f9efd13a2569b6f39e68ffe548db4ed9502a,https://github.com/google/capirca/blob/d5273dd16dc573f8c58bd62675093f3cdc9e8154/doc/policy_format.txt#L186,N,Source is a doc,,,,,
google_keyczar,UnversionedSigner,wiki,OperationUnversionedVerify.md,63,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/OperationUnversionedVerify/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/python/tests/keyczar_tests/signer_test.py#L43,Y,File deleted,,,,,test deleted
google_keyczar,scoped_refptr,wiki,CppForDevelopers.md,81,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppForDevelopers/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/keyczar/session.cc#L48,Y,File deleted,,,,,
google_keyczar,DER,wiki,OperationOtherFeatures.md,8,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/OperationOtherFeatures/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/java/code/tests/org/keyczar/PkcsImportTest.java#L45,N,Source code comment,,,,,
google_keyczar,KEY,wiki,CppTutorial.md,47,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppTutorial/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/java/code/tests/org/keyczar/KeyExportTest.java#L35,N,Common word,,,,,
google_keyczar,PyCrypto,wiki,PythonDependencies.md,21,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/PythonDependencies/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/keyczar.keys-pysrc.html#L849,N,Source is a doc,,,,,
google_keyczar,SVN,wiki,MavenInstructions.md,4,0,7dc70a2937bf2bca11d5d358cacfb65d8014679b,1468992209,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,39d35623e1ddab17430c0d7e009fbc54ab98e2f1,1466501892,https://github.com/google/keyczar/wiki/MavenInstructions/39d35623e1ddab17430c0d7e009fbc54ab98e2f1,https://github.com/google/keyczar/blob/7dc70a2937bf2bca11d5d358cacfb65d8014679b/cpp/src/tools/scons/scons-local-1.2.0.d20090223/SCons/Tool/Subversion.py#L60,N,Common word,,,,,
google_keyczar,AesKey,wiki,Home.md,308,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,86a70496c55d954ef233e3a29838d6f8de0fe4ef,1425767496,https://github.com/google/keyczar/wiki/Home/86a70496c55d954ef233e3a29838d6f8de0fe4ef,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/toc-keyczar.keys-module.html#L16,N,Source is a doc,,,,,
google_keyczar,keyPath,wiki,InteropTesting.md,43,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/InteropTesting/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/python/tests/keyczar_tests/interop_test.py#L359,Y,File deleted,,,,,test deleted
google_keyczar,set_compression(keyczar::Keyczar::ZLIB),wiki,CppTutorial.md,1,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppTutorial/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/examples/basic_encrypt.cc#L57,Y,File deleted,,,,,example deleted
google_open-location-code,XML,wiki,Field-Data-Collection-Practices.md,1,0,37a3a244fb7f4e300b2ac109b4ad9a85c1088f25,1549367923,1796878d947c6e281e383e69bbd0821f82db9566,1620161550,9d8d8f1eb38b559cdc206a2f79d65ac83ad571fa,1547130877,https://github.com/google/open-location-code/wiki/Field-Data-Collection-Practices/9d8d8f1eb38b559cdc206a2f79d65ac83ad571fa,https://github.com/google/open-location-code/blob/37a3a244fb7f4e300b2ac109b4ad9a85c1088f25/js/test/jquery-1.11.1.min.js#L4,N,Common word,,,,,
google_keyczar,JSON,wiki,DsaPublicKey.md,164,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/DsaPublicKey/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/keyczar.readers.Reader-class.html#L209,N,Common word,,,,,
google_keyczar,PKCS5Padding,wiki,CipherMode.md,2,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CipherMode/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/java/code/src/org/keyczar/enums/CipherMode.java#L31,Y,File deleted,,,,,
google_prudaq,VREFSENSE,wiki,BoardModification.md,3,0,c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce,1464306300,8ef53f45aab16a095edc50d1e144e191d13303c1,1472608974,c7cbf15cd0fb9da1d6a2deea8c3140e19bdd3424,1464217107,https://github.com/google/prudaq/wiki/BoardModification/c7cbf15cd0fb9da1d6a2deea8c3140e19bdd3424,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/BoardModification.md#L17,N,Source and doc are the same,,,,,
google_keyczar,WebSafeBase64,wiki,DsaPrivateKey.md,13,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/DsaPrivateKey/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/interop/README.md#L143,N,Source is a doc,,,,,
google_keyczar,key_crypter,wiki,OperationSessions.md,4,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/OperationSessions/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/python/tests/keyczar_tests/interop_test.py#L197,Y,File deleted,,,,,test deleted
google_keyczar,crypter.encrypt(data),wiki,OperationSignedSessions.md,1,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/OperationSignedSessions/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/java/code/src/org/keyczar/SessionCrypter.java#L32,N,Source code comment,,,,,
google_keyczar,HMAC,wiki,Algorithms.md,103,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/Algorithms/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/keyczar.keys.SymmetricKey-class.html#L80,N,Common word,,,,,
google_cpp-netlib,http_default_8bit_,wiki,Tags.textile,1,0,ddc197fd7370a7f290f55f66e9ac4d0d3aeb14c9,1284435027,89f97682ba7ba68291b1ca9be21303d9c9d1c052,1459340057,8737d850fa1bcdc7fd2617b2a40494800cf13b9f,1284423193,https://github.com/google/cpp-netlib/wiki/Tags/8737d850fa1bcdc7fd2617b2a40494800cf13b9f,https://github.com/google/cpp-netlib/blob/ddc197fd7370a7f290f55f66e9ac4d0d3aeb14c9/libs/network/doc/tags.qbk#L14,N,Source is a doc,,,,,
google_prudaq,VCC,wiki,BoardModification.md,1,0,c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce,1464306300,8ef53f45aab16a095edc50d1e144e191d13303c1,1472608974,c7cbf15cd0fb9da1d6a2deea8c3140e19bdd3424,1464217107,https://github.com/google/prudaq/wiki/BoardModification/c7cbf15cd0fb9da1d6a2deea8c3140e19bdd3424,https://github.com/google/prudaq/blob/c2ff861c7368d0e6ba6b73916ddbafdfd4b047ce/doc/BoardModification.md#L23,N,Source and doc are the same,,,,,
google_keyczar,"password(new std::string(""cartman"")",wiki,CppTutorial.md,2,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppTutorial/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/examples/pbe_encrypt.cc#L17,Y,File deleted,,,,,example deleted
google_keyczar,SHA224,wiki,RsaPublicKey.md,19,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/RsaPublicKey/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/keyczar/openssl/rsa.cc#L32,Y,File deleted,,,,,
google_keyczar,OAEP,wiki,CiphertextFormat.md,45,0,1eb37ae73bced4414711b5678876892c1049a56f,1446665021,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,d1281965639762113012362f92bcba01fcacf2d8,1444767534,https://github.com/google/keyczar/wiki/CiphertextFormat/d1281965639762113012362f92bcba01fcacf2d8,https://github.com/google/keyczar/blob/1eb37ae73bced4414711b5678876892c1049a56f/site/site/webpage/pydocs/keyczar.keys-pysrc.html#L855,N,Common word,,,,,
google_openrtb,setLen(100),wiki,Home.md,2,0,40533ab3103d053e1cbb8c4cec01db4d06d85f2d,1536609225,76961915396c842cf0a0940e9bfdbaee997cba3e,1607026817,5ca44fde70041570bc4d87f0952581bcf876ac7d,1531839196,https://github.com/google/openrtb/wiki/Home/5ca44fde70041570bc4d87f0952581bcf876ac7d,https://github.com/google/openrtb/blob/40533ab3103d053e1cbb8c4cec01db4d06d85f2d/openrtb-core/src/test/java/com/google/openrtb/json/OpenRtbNativeJsonTest.java#L64,Y,File deleted,,,,,test deleted
google_keyczar,pbe_json,wiki,CppTutorial.md,1,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppTutorial/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/keyczar/keyczar_unittest.cc#L408,Y,File deleted,,,,,test deleted
google_keyczar,scoped_ptr,wiki,CppTutorial.md,368,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppTutorial/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/testing/gtest/src/gtest-internal-inl.h#L1287,Y,File deleted,,,,,test deleted
google_keyczar,"Sign(input, &signature)",wiki,OperationSign.md,10,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/OperationSign/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/keyczar/keyczar_tool/testdata_gen.cc#L98,Y,File deleted,,,,,
google_keyczar,hmacKeyString,wiki,HmacKey.md,46,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/HmacKey/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/keyczar.keys-pysrc.html#L449,N,Source is a doc,,,,,
google_keyczar,key_bytes,wiki,Algorithms.md,121,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/Algorithms/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/keyczar.keys.SymmetricKey-class.html#L178,N,Source is a doc,,,,,
google_keyczar,EC,wiki,CppTutorial.md,54,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppTutorial/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/java/code/unofficial/org/keyczar/jce/EcPublicKeyImpl.java#L15,N,Source code comment,,,,,
google_keyczar,SIGN_AND_VERIFY,wiki,DsaPrivateKey.md,174,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/DsaPrivateKey/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/toc-keyczar.keyinfo-module.html#L44,N,Source is a doc,,,,,
google_navc,RPC,repo,README.md,46,0,9467fc38def2ccef6aee415a6522d1f8d0135d0f,1460319255,ed953dd55bd3f102d9aa8b2541b78a541e587135,1553965372,9467fc38def2ccef6aee415a6522d1f8d0135d0f,1460319255,https://github.com/google/navc/blob/9467fc38def2ccef6aee415a6522d1f8d0135d0f/README.md,https://github.com/google/navc/blob/9467fc38def2ccef6aee415a6522d1f8d0135d0f/third_party/jsonrpc/jsonrpc.py#L4,N,Common word,,,,,
google_keyczar,GMT,wiki,TimeoutSignatureFormat.md,21,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/TimeoutSignatureFormat/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/javadocs/org/keyczar/exceptions/class-use/KeyczarException.html#L260,N,Common word,,,,,
google_keyczar,SignAndVerify(location),wiki,CppTutorial.md,1,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppTutorial/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/examples/basic_sign.cc#L58,Y,File deleted,,,,,example deleted
google_keyczar,KeyHash,wiki,TimeoutSignatureFormat.md,10,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/TimeoutSignatureFormat/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/java/code/src/org/keyczar/Keyczar.java#L50,Y,File deleted,,,,,
google_keyczar,HMAC_SHA1,wiki,Algorithms.md,114,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/Algorithms/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/toc-keyczar.keyinfo-module.html#L39,N,Source is a doc,,,,,
google_keyczar,privateExponent,wiki,Algorithms.md,39,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/Algorithms/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/keyczar.util-pysrc.html#L103,N,Source is a doc,,,,,
google_openrtb,"setId(""imp3"")",wiki,Home.md,2,0,40533ab3103d053e1cbb8c4cec01db4d06d85f2d,1536609225,76961915396c842cf0a0940e9bfdbaee997cba3e,1607026817,5ca44fde70041570bc4d87f0952581bcf876ac7d,1531839196,https://github.com/google/openrtb/wiki/Home/5ca44fde70041570bc4d87f0952581bcf876ac7d,https://github.com/google/openrtb/blob/40533ab3103d053e1cbb8c4cec01db4d06d85f2d/openrtb-core/src/test/java/com/google/openrtb/json/OpenRtbJsonTest.java#L612,Y,File deleted,,,,,test deleted
google_keyczar,keyset_reader,wiki,CppForDevelopers.md,7,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppForDevelopers/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/keyczar/rw/keyset_reader.cc#L14,Y,File deleted,,,,,
google_keyczar,ecdsa_priv,wiki,CppTutorial.md,1,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppTutorial/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/keyczar/openssl/ecdsa_unittest.cc#L72,Y,File deleted,,,,,test deleted
google_ko,Last-Modified,repo,README.md,1,0,18096666c949ff2e00bbff4c6589ea82c5c70376,1627423075,780c2812926cd706423e2ba65aeb1beb842c04af,1628715253,18096666c949ff2e00bbff4c6589ea82c5c70376,1627423075,https://github.com/google/ko/blob/18096666c949ff2e00bbff4c6589ea82c5c70376/README.md,https://github.com/google/ko/blob/18096666c949ff2e00bbff4c6589ea82c5c70376/vendor/github.com/emicklei/go-restful/constants.go#L16,Y,File deleted,,,,,
google_flogger,com.google.flogger:flogger:<version>,repo,README.md,1,0,c7c876f88c8954ca5175f9e80478d803b2228071,1615923473,d108885bfa35a013ae107863632687ad686bf0c8,1628542792,c7c876f88c8954ca5175f9e80478d803b2228071,1615923473,https://github.com/google/flogger/blob/c7c876f88c8954ca5175f9e80478d803b2228071/README.md,https://github.com/google/flogger/blob/c7c876f88c8954ca5175f9e80478d803b2228071/docs/index.md#L74,N,Source and doc are the same,,,,,
google_keyczar,JCE,wiki,NonGoals.md,71,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/NonGoals/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/javadocs/org/keyczar/interfaces/VerifyingStream.html#L200,N,Common word,,,,,
google_keyczar,Encrypt(M),wiki,CiphertextFormat.md,2,0,1eb37ae73bced4414711b5678876892c1049a56f,1446665021,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,d1281965639762113012362f92bcba01fcacf2d8,1444767534,https://github.com/google/keyczar/wiki/CiphertextFormat/d1281965639762113012362f92bcba01fcacf2d8,https://github.com/google/keyczar/blob/1eb37ae73bced4414711b5678876892c1049a56f/docs/keyczar.tex#L510,N,Source is a doc,,,,,
google_keyczar,AES,wiki,AesKey.md,267,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/AesKey/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/toc-keyczar.keyinfo-module.html#L30,N,Common word,,,,,
google_keyczar,RSA,wiki,Algorithms.md,199,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/Algorithms/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/keyczar.util-pysrc.html#L156,N,Common word,,,,,
google_keyczar,EncryptedSessionBlob(&session_material),wiki,OperationSignedSessions.md,1,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/OperationSignedSessions/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/keyczar/interop/operation.cc#L197,Y,File deleted,,,,,
google_keyczar,crypter.session_material,wiki,OperationSignedSessions.md,1,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/OperationSignedSessions/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/python/tests/keyczar_tests/interop_test.py#L183,Y,File deleted,,,,,test deleted
google_keyczar,OAEP,wiki,RsaPublicKey.md,46,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/RsaPublicKey/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/keyczar.keys-pysrc.html#L855,N,Common word,,,,,
google_keyczar,"CmdPromote(rsa_path, key1_version)",wiki,CppTutorial.md,1,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/CppTutorial/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/cpp/src/examples/keyczar_tool.cc#L60,Y,File deleted,,,,,example deleted
google_keyczar,KeyMetadata,wiki,Home.md,341,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,86a70496c55d954ef233e3a29838d6f8de0fe4ef,1425767496,https://github.com/google/keyczar/wiki/Home/86a70496c55d954ef233e3a29838d6f8de0fe4ef,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/toc-keyczar.keydata-module.html#L16,N,URL or URL alt text,,,,,
google_keyczar,RSA_PUB,wiki,Algorithms.md,97,0,d4880f06488bad5ac5396266022ad331db6b3066,1426402485,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,de30cad2b15b669a2c2d229f64b805851c499594,1425766510,https://github.com/google/keyczar/wiki/Algorithms/de30cad2b15b669a2c2d229f64b805851c499594,https://github.com/google/keyczar/blob/d4880f06488bad5ac5396266022ad331db6b3066/site/site/webpage/pydocs/toc-keyczar.keyinfo-module.html#L43,N,Source is a doc,,,,,
google_keyczar,PKCS,wiki,KeyczarTool.md,45,0,ae1cd133c4bed6b1bf934f9a2ee4a0aa99a47bdf,1436825482,0f0727dbc2ee02467f9c927bbf35898aa3be4c45,1557800954,78280629262966c62fec9b8195b0a64e67695c9a,1429818422,https://github.com/google/keyczar/wiki/KeyczarTool/78280629262966c62fec9b8195b0a64e67695c9a,https://github.com/google/keyczar/blob/ae1cd133c4bed6b1bf934f9a2ee4a0aa99a47bdf/site/site/webpage/pydocs/keyczar.util-pysrc.html#L265,N,Common word,,,,,
