code_element,page_type,page_name,rev_1,rev_2,rev_SHA_1,rev_timestamp_1,rev_SHA_2,rev_timestamp_2,doc_SHA,doc_timestamp,doc_link,source_link
|||,repo,README.md,4,17,97339e15717c3bb8b57a5d0cda6264bc17da36e6,1512700597,89ce682312a6678c0153d785fc97eaf1914daf94,1553726493,97339e15717c3bb8b57a5d0cda6264bc17da36e6,1512700597,https://github.com/google/codemirror-mode-jsonnet/blob/97339e15717c3bb8b57a5d0cda6264bc17da36e6/README.md,https://github.com/google/codemirror-mode-jsonnet/blob/89ce682312a6678c0153d785fc97eaf1914daf94/jsonnet.js#L62
