code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,doc_link,source_link
GBR,repo,README.md,17,17,17,27,28,28,27,https://github.com/google/GeoexperimentsResearch/blob/abf2eac956072e55ad6a39b5fc5db5066b163858/README.md,https://github.com/google/GeoexperimentsResearch/blob/abf2eac956072e55ad6a39b5fc5db5066b163858/vignettes/GeoexperimentsResearch-vignette.Rmd#L156
GeoexperimentsResearch,repo,README.md,7,7,7,7,8,8,8,https://github.com/google/GeoexperimentsResearch/blob/abf2eac956072e55ad6a39b5fc5db5066b163858/README.md,https://github.com/google/GeoexperimentsResearch/blob/abf2eac956072e55ad6a39b5fc5db5066b163858/vignettes/GeoexperimentsResearch-vignette.Rmd#L2
TBR,repo,README.md,54,54,54,54,54,55,38,https://github.com/google/GeoexperimentsResearch/blob/abf2eac956072e55ad6a39b5fc5db5066b163858/README.md,https://github.com/google/GeoexperimentsResearch/blob/abf2eac956072e55ad6a39b5fc5db5066b163858/vignettes/GeoexperimentsResearch-vignette.Rmd#L156
