code_element,page_type,page_name,rev_1,doc_link,source_link
CLA,repo,README.md,1,https://github.com/google/swift-corelibs-libdispatch/blob/43f5bb05dc430d33dde9814b0e549544ef2e2c1b/README.md,https://github.com/google/swift-corelibs-libdispatch/blob/43f5bb05dc430d33dde9814b0e549544ef2e2c1b/CONTRIBUTING.md#L23
GitHub,repo,README.md,2,https://github.com/google/swift-corelibs-libdispatch/blob/43f5bb05dc430d33dde9814b0e549544ef2e2c1b/README.md,https://github.com/google/swift-corelibs-libdispatch/blob/43f5bb05dc430d33dde9814b0e549544ef2e2c1b/CONTRIBUTING.md#L30
