code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,doc_link,source_link
1wpmw7kkHpHzPIDC,repo,README.md,-,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/README.md,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/shared/checks.js#L52
GTM,repo,README.md,-,12,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,26,26,26,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/README.md,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/utils/variables.js#L18
ID,repo,README.md,-,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,11,11,10,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/README.md,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/utils/tags.js#L18
UA,repo,README.md,-,23,24,24,26,26,26,31,31,31,34,34,34,34,34,34,34,34,34,23,23,24,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/README.md,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/utils/uaSettingsVariable.js#L17
URL,repo,README.md,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,-,-,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/README.md,https://github.com/google/ga4-gtm-migration/blob/b6ec86b0efd864c61d810fea82e8eaa7324dd1f6/ga4GtmMigration.js#L25
mJS3BkSqGqf46W7E5UYpYTFilEc,repo,README.md,-,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/README.md,https://github.com/google/ga4-gtm-migration/blob/8130296ae6a36d1c92bd90694ca25de4dbe6f516/shared/checks.js#L52
