code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
decoupled_gaussian_process_example.py,repo,README.md,.,2,https://github.com/google/decoupled_gaussian_process/blob/a5475f6ef0c5ebe94adb86908fec1bafbe1bbe7d/README.md,https://github.com/google/decoupled_gaussian_process/blob/a5475f6ef0c5ebe94adb86908fec1bafbe1bbe7d/decoupled_gaussian_process_example.py#L24
decoupled_gaussian_process_model.py,repo,README.md,.,1,https://github.com/google/decoupled_gaussian_process/blob/a5475f6ef0c5ebe94adb86908fec1bafbe1bbe7d/README.md,code_element is a file name
model_fn,repo,README.md,.,3,https://github.com/google/decoupled_gaussian_process/blob/a5475f6ef0c5ebe94adb86908fec1bafbe1bbe7d/README.md,https://github.com/google/decoupled_gaussian_process/blob/a5475f6ef0c5ebe94adb86908fec1bafbe1bbe7d/decoupled_gaussian_process_model.py#L16
tf.estimator.Estimator,repo,README.md,.,2,https://github.com/google/decoupled_gaussian_process/blob/a5475f6ef0c5ebe94adb86908fec1bafbe1bbe7d/README.md,https://github.com/google/decoupled_gaussian_process/blob/a5475f6ef0c5ebe94adb86908fec1bafbe1bbe7d/decoupled_gaussian_process_model.py#L17
