code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
API,repo,README.md,-,-,-,1,1,2,2,2,2,2,2,2,2,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/README.md,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/pubspec.yaml#L5
Directory,repo,README.md,-,-,-,17,17,18,18,18,18,16,16,16,16,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/README.md,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/test/io_test.dart#L15
File,repo,README.md,-,-,-,19,19,20,20,20,20,20,20,20,20,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/README.md,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/test/html_test.dart#L7
FileSystem,repo,README.md,-,-,-,5,6,9,9,9,9,9,9,9,9,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/README.md,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/test/file_tests.dart#L19
dart:io,repo,README.md,-,-,-,3,3,6,7,7,7,7,7,7,7,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/README.md,https://github.com/google/files.dart/blob/e3ac22add18006782a58e929ea03ab159a8ef475/tool/drone.sh#L24
