code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,doc_link,source_link
CONTRIBUTING,repo,README.md,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/compare-codecs/blob/2b3bc85e5292651cdcc06187dadbd648306b3145/README.md,code_element is a file name
LICENSE,repo,README.md,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,58,60,60,61,61,61,61,61,61,61,62,62,63,63,63,63,64,66,66,66,67,69,69,70,75,75,75,76,76,76,78,79,79,79,81,81,81,81,81,82,84,84,87,89,89,89,89,89,93,93,94,94,97,97,96,https://github.com/google/compare-codecs/blob/2b3bc85e5292651cdcc06187dadbd648306b3145/README.md,https://github.com/google/compare-codecs/blob/e2cace8fad5653c4d018661976483cfffdf2dc9c/website/license/index.md#L204
install_software,repo,README.md,.,.,.,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,https://github.com/google/compare-codecs/blob/2b3bc85e5292651cdcc06187dadbd648306b3145/README.md,https://github.com/google/compare-codecs/blob/b97fa6abdc56faf9440e2437848e326407d619f9/.travis.yml#L24
