code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,doc_link,source_link
ASIC,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/gasket-driver/blob/e1d5647f022bd44720057792966a47d0fbd86050/README.md,https://github.com/google/gasket-driver/blob/97aeba584efd18983850c36dcf7384b0185284b3/debian/control#L12
DKMS,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,https://github.com/google/gasket-driver/blob/e1d5647f022bd44720057792966a47d0fbd86050/README.md,https://github.com/google/gasket-driver/blob/97aeba584efd18983850c36dcf7384b0185284b3/debian/copyright#L2
EdgeTPU,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,https://github.com/google/gasket-driver/blob/e1d5647f022bd44720057792966a47d0fbd86050/README.md,https://github.com/google/gasket-driver/blob/97aeba584efd18983850c36dcf7384b0185284b3/debian/control#L13
