code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,doc_link,source_link
AJAX,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/README.md,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/service_worker/service_worker.js#L81
AMP,repo,README.md,.,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/README.md,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/templates/base.html#L22
API,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/README.md,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/app.js#L109
GitHub,repo,README.md,.,3,3,3,3,3,3,3,3,3,3,3,3,-,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/README.md,https://github.com/google/amp-pwa-demo/blob/db600c4e4e8e390b6d5506a107bd101ce39d3350/CONTRIBUTING#L21
HTML,repo,README.md,.,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/README.md,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/app.js#L29
PWA,repo,README.md,.,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/README.md,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/scripts/_notifications.js#L68
TODO,repo,README.md,.,10,9,9,9,9,9,9,9,9,9,9,9,-,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/README.md,https://github.com/google/amp-pwa-demo/blob/db600c4e4e8e390b6d5506a107bd101ce39d3350/templates/base.html#L35
node,repo,README.md,.,5,5,5,5,5,5,5,5,5,5,5,-,-,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/README.md,https://github.com/google/amp-pwa-demo/blob/31889138ed6553154d767553ba47a295c3f00b22/scripts/_amp_loader.js#L50
npm,repo,README.md,.,2,2,2,2,2,2,2,2,2,2,2,-,-,https://github.com/google/amp-pwa-demo/blob/ba4dea5385d29ce32e858c4015f80db903d56980/README.md,https://github.com/google/amp-pwa-demo/blob/31889138ed6553154d767553ba47a295c3f00b22/.gitignore#L3
