code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,doc_link,source_link
LICENSE,repo,README.md,4,4,4,4,4,4,4,https://github.com/google/arc-proselint/blob/652f903a9f966f577feacd3187e3c54fa623f3fb/README.md,https://github.com/google/arc-proselint/blob/aeda75d36f26818bd844ec5e4c05407c5f36cb62/lint/linter/ProseLinter.php#L9
arc,repo,README.md,1,1,1,1,1,1,1,https://github.com/google/arc-proselint/blob/652f903a9f966f577feacd3187e3c54fa623f3fb/README.md,https://github.com/google/arc-proselint/blob/aeda75d36f26818bd844ec5e4c05407c5f36cb62/__phutil_library_map__.php#L4
