code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
BY,repo,README.md,1,1,1,https://github.com/google/travel-impact-model/blob/2a84e948694e5b2f589a58f8e3482ce001b62164/README.md,https://github.com/google/travel-impact-model/blob/2a84e948694e5b2f589a58f8e3482ce001b62164/LICENSE#L286
CC,repo,README.md,1,1,1,https://github.com/google/travel-impact-model/blob/2a84e948694e5b2f589a58f8e3482ce001b62164/README.md,https://github.com/google/travel-impact-model/blob/2a84e948694e5b2f589a58f8e3482ce001b62164/LICENSE#L33
