code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,doc_link,source_link
API,repo,README.md,.,.,48,36,36,36,36,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/talkback/blob/f5d564fdc915a74d8cde4868608f307de9ccf957/README.md,https://github.com/google/talkback/blob/fa67c12fce7242b97ce864c4c6b86a0b758e6332/utils/src/main/java/traversal/TraversalStrategyUtils.java#L135
SDK,repo,README.md,.,.,8,6,6,6,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/talkback/blob/f5d564fdc915a74d8cde4868608f307de9ccf957/README.md,https://github.com/google/talkback/blob/fa67c12fce7242b97ce864c4c6b86a0b758e6332/utils/src/main/java/traversal/TraversalStrategyUtils.java#L107
TalkBack,repo,README.md,.,.,5579,5122,5122,5122,5435,5435,5816,5816,5816,5816,5816,5804,5804,5788,5788,5788,13180,13180,13505,13350,https://github.com/google/talkback/blob/f5d564fdc915a74d8cde4868608f307de9ccf957/README.md,https://github.com/google/talkback/blob/771de7cdbf55b6adb4ca4c64c27a52584f2337cc/utils/src/main/java/com/google/android/accessibility/utils/traversal/OrderedTraversalController.java#L53
assembleDebug,repo,README.md,.,.,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/talkback/blob/f5d564fdc915a74d8cde4868608f307de9ccf957/README.md,https://github.com/google/talkback/blob/fa67c12fce7242b97ce864c4c6b86a0b758e6332/assemble.sh#L17
