code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,doc_link,source_link
LD_PRELOAD,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/path-auditor/blob/9e3c2709e47e4ed8a17c4843254cee40116bfe51/README.md,https://github.com/google/path-auditor/blob/da9de0dbe2527dc789cc26dd98997511f525778c/pathauditor/libc/BUILD#L1
PathAuditor,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/path-auditor/blob/9e3c2709e47e4ed8a17c4843254cee40116bfe51/README.md,https://github.com/google/path-auditor/blob/da9de0dbe2527dc789cc26dd98997511f525778c/pathauditor/process_information.h#L26
S_ISDIR,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/path-auditor/blob/9e3c2709e47e4ed8a17c4843254cee40116bfe51/README.md,https://github.com/google/path-auditor/blob/da9de0dbe2527dc789cc26dd98997511f525778c/pathauditor/libc/path_auditor_libc.cc#L546
libc:libpath_auditor,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/path-auditor/blob/9e3c2709e47e4ed8a17c4843254cee40116bfe51/README.md,https://github.com/google/path-auditor/blob/da9de0dbe2527dc789cc26dd98997511f525778c/Dockerfile#L12
libpath_auditor,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/path-auditor/blob/9e3c2709e47e4ed8a17c4843254cee40116bfe51/README.md,https://github.com/google/path-auditor/blob/da9de0dbe2527dc789cc26dd98997511f525778c/pathauditor/libc/BUILD#L6
st_mode,repo,README.md,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/path-auditor/blob/9e3c2709e47e4ed8a17c4843254cee40116bfe51/README.md,https://github.com/google/path-auditor/blob/da9de0dbe2527dc789cc26dd98997511f525778c/pathauditor/pathauditor.cc#L117
