code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,doc_link,source_link
AAR,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,8,https://github.com/google/prefab/blob/8f166398222837b23de5c5cd4c7840cf02ba1a33/README.md,https://github.com/google/prefab/blob/dd9f9860279dc9cbca667c969c3ea2a7f5cc0dd0/docs/index.md#L16
API,repo,README.md,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,https://github.com/google/prefab/blob/8f166398222837b23de5c5cd4c7840cf02ba1a33/README.md,https://github.com/google/prefab/blob/dd9f9860279dc9cbca667c969c3ea2a7f5cc0dd0/docs/platform-support.md#L68
CLI,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,https://github.com/google/prefab/blob/8f166398222837b23de5c5cd4c7840cf02ba1a33/README.md,https://github.com/google/prefab/blob/dd9f9860279dc9cbca667c969c3ea2a7f5cc0dd0/docs/example-workflow.md#L10
cli,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,11,11,11,11,11,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/prefab/blob/8f166398222837b23de5c5cd4c7840cf02ba1a33/README.md,https://github.com/google/prefab/blob/bfefda9f45be1729bf8d3dda56b502ad8387be58/settings.gradle.kts#L20
prefab,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161,161,161,161,161,161,175,175,175,185,185,183,https://github.com/google/prefab/blob/8f166398222837b23de5c5cd4c7840cf02ba1a33/README.md,https://github.com/google/prefab/blob/dd9f9860279dc9cbca667c969c3ea2a7f5cc0dd0/settings.gradle.kts#L17
