code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,doc_link,source_link
DriveFusion,repo,README.md,35,35,35,35,35,33,33,33,33,33,33,33,33,33,33,33,https://github.com/google/google-drive-shell-extension/blob/0959dfde510534261eb0c5d61868d2ebf02c8289/README.md,https://github.com/google/google-drive-shell-extension/blob/917ada8e1a173e43e637db980ac4b9976a34acf9/wrapper.nsi#L25
MSBuild,repo,README.md,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/google-drive-shell-extension/blob/0959dfde510534261eb0c5d61868d2ebf02c8289/README.md,https://github.com/google/google-drive-shell-extension/blob/917ada8e1a173e43e637db980ac4b9976a34acf9/ReleaseDebug.bat#L2
NuGet,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/google-drive-shell-extension/blob/0959dfde510534261eb0c5d61868d2ebf02c8289/README.md,https://github.com/google/google-drive-shell-extension/blob/917ada8e1a173e43e637db980ac4b9976a34acf9/ReleaseDebug.bat#L1
