code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,doc_link,source_link
UI,repo,README.md,0,4,4,4,4,53,53,53,52,52,52,52,52,52,52,52,52,53,53,53,53,54,55,57,57,57,https://github.com/google/chord/blob/2e22f3455d17b631fd5d99ca1b69363c2e0d4d54/README.md,https://github.com/google/chord/blob/60277ccc300300c54b3b0e3d5c4b8d719ca6525b/viewer/js/viewer.js#L46
third_party,repo,README.md,-,1,1,1,1,6,6,6,6,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/chord/blob/2e22f3455d17b631fd5d99ca1b69363c2e0d4d54/README.md,https://github.com/google/chord/blob/60277ccc300300c54b3b0e3d5c4b8d719ca6525b/viewer/index.html#L6
