code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,doc_link,source_link
ANCOVA,repo,README.md,-,12,12,12,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/README.md,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/R/power_analysis.R#L198
MDE,repo,README.md,-,33,33,33,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/README.md,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/tests/testthat/test-PowerPrecisionAnalysis.R#L55
MRD,repo,README.md,-,1,1,1,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/README.md,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/DESCRIPTION#L17
MRSS,repo,README.md,-,25,25,25,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/README.md,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/tests/testthat/test-PowerPrecisionAnalysis.R#L15
PowerAnalysis,repo,README.md,-,12,12,12,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/README.md,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/tests/testthat/test-PowerPrecisionAnalysis.R#L22
library(PowerAnalysis),repo,README.md,-,1,1,1,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/README.md,https://github.com/google/poweranalysis/blob/22d3125be763610a1e5ba278ff5ef4d9780ee98f/tests/testthat.R#L16
