code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,doc_link,source_link
LICENSE,repo,README.md,.,.,.,.,.,.,.,952,952,950,950,950,950,950,950,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/README.md,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/src/main/proto/ephemeris.proto#L7
LPP,repo,README.md,.,.,.,.,.,.,.,-,-,-,-,-,-,9,9,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/README.md,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/src/main/java/com/google/location/suplclient/supl/SuplMessagesGenerator.java#L165
SUPL,repo,README.md,.,.,.,.,.,.,.,-,-,-,-,-,-,66,66,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/README.md,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/src/main/java/com/google/location/suplclient/supl/SuplTester.java#L21
SuplTester,repo,README.md,.,.,.,.,.,.,.,-,-,-,-,3,3,3,3,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/README.md,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/src/main/java/com/google/location/suplclient/supl/SuplTester.java#L24
TCP,repo,README.md,.,.,.,.,.,.,.,-,-,-,-,-,-,6,6,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/README.md,https://github.com/google/supl-client/blob/cb33d9d6eebd7318a9b1c3b2c29562762bc94156/src/main/java/com/google/location/suplclient/supl/SuplTcpConnection.java#L31
