code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,doc_link,source_link
API,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/hs-numeric-logarithms/blob/b26066caeb5e5cf54c1ba1371e25f687593c82bc/README.md,https://github.com/google/hs-numeric-logarithms/blob/fa068da6677f52c20d7c36cbc62beea08ac2f741/package.yaml#L20
CI,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,https://github.com/google/hs-numeric-logarithms/blob/b26066caeb5e5cf54c1ba1371e25f687593c82bc/README.md,https://github.com/google/hs-numeric-logarithms/blob/fa068da6677f52c20d7c36cbc62beea08ac2f741/.github/workflows/stack-ci.yml#L15
GHC,repo,README.md,7,7,7,7,7,7,17,17,17,17,17,17,17,17,17,17,17,https://github.com/google/hs-numeric-logarithms/blob/b26066caeb5e5cf54c1ba1371e25f687593c82bc/README.md,https://github.com/google/hs-numeric-logarithms/blob/fa068da6677f52c20d7c36cbc62beea08ac2f741/src/Numeric/Logarithms.hs#L34
Integral,repo,README.md,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,15,15,https://github.com/google/hs-numeric-logarithms/blob/b26066caeb5e5cf54c1ba1371e25f687593c82bc/README.md,https://github.com/google/hs-numeric-logarithms/blob/fa068da6677f52c20d7c36cbc62beea08ac2f741/test/LogarithmsTest.hs#L83
Rational,repo,README.md,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/hs-numeric-logarithms/blob/b26066caeb5e5cf54c1ba1371e25f687593c82bc/README.md,https://github.com/google/hs-numeric-logarithms/blob/fa068da6677f52c20d7c36cbc62beea08ac2f741/test/LogarithmsTest.hs#L40
integerLog2#,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/hs-numeric-logarithms/blob/b26066caeb5e5cf54c1ba1371e25f687593c82bc/README.md,https://github.com/google/hs-numeric-logarithms/blob/fa068da6677f52c20d7c36cbc62beea08ac2f741/src/Numeric/Logarithms.hs#L36
