code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,doc_link,source_link
DART_EXPORT,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/dart-sync-socket/blob/c07c5fe773dcf27888b35aed9b72055d9016eaa4/README.md,https://github.com/google/dart-sync-socket/blob/1559ccaebaf8e7cb693f17ad3aaa529b02ae8ca8/lib/src/sync_socket_extension.cc#L43
HTTP,repo,README.md,0,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,https://github.com/google/dart-sync-socket/blob/c07c5fe773dcf27888b35aed9b72055d9016eaa4/README.md,https://github.com/google/dart-sync-socket/blob/1559ccaebaf8e7cb693f17ad3aaa529b02ae8ca8/pubspec.yaml#L4
dart_api,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/dart-sync-socket/blob/c07c5fe773dcf27888b35aed9b72055d9016eaa4/README.md,https://github.com/google/dart-sync-socket/blob/1559ccaebaf8e7cb693f17ad3aaa529b02ae8ca8/lib/src/sync_socket_extension.cc#L35
sync_socket,repo,README.md,-,-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,8,8,8,9,9,9,https://github.com/google/dart-sync-socket/blob/c07c5fe773dcf27888b35aed9b72055d9016eaa4/README.md,https://github.com/google/dart-sync-socket/blob/1559ccaebaf8e7cb693f17ad3aaa529b02ae8ca8/test/sync_socket_test.dart#L16
sync_socket_extension,repo,README.md,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/dart-sync-socket/blob/c07c5fe773dcf27888b35aed9b72055d9016eaa4/README.md,https://github.com/google/dart-sync-socket/blob/1559ccaebaf8e7cb693f17ad3aaa529b02ae8ca8/tool/build.sh#L47
