code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,doc_link,source_link
API,repo,README.md,37,37,37,39,39,https://github.com/google/ios-chatbot/blob/b7a4ec14653ba1b28c54e3edbfe1db7dd4fb5373/README.md,https://github.com/google/ios-chatbot/blob/1e37f6c35b5c4c0a70b310ac36f526ae2bb25003/google/rpc/status.proto#L72
CBApiAiToken,repo,README.md,4,4,4,4,4,https://github.com/google/ios-chatbot/blob/b7a4ec14653ba1b28c54e3edbfe1db7dd4fb5373/README.md,https://github.com/google/ios-chatbot/blob/1e37f6c35b5c4c0a70b310ac36f526ae2bb25003/ChatBot/ChatBot/Helpers/CBDefines.m#L51
CBDefines,repo,README.md,23,23,23,23,23,https://github.com/google/ios-chatbot/blob/b7a4ec14653ba1b28c54e3edbfe1db7dd4fb5373/README.md,https://github.com/google/ios-chatbot/blob/1e37f6c35b5c4c0a70b310ac36f526ae2bb25003/ChatBot/DemoViewController.m#L49
ChatBot,repo,README.md,54,54,54,57,57,https://github.com/google/ios-chatbot/blob/b7a4ec14653ba1b28c54e3edbfe1db7dd4fb5373/README.md,https://github.com/google/ios-chatbot/blob/1e37f6c35b5c4c0a70b310ac36f526ae2bb25003/Podfile#L7
LICENSE,repo,README.md,103,103,103,102,102,https://github.com/google/ios-chatbot/blob/b7a4ec14653ba1b28c54e3edbfe1db7dd4fb5373/README.md,https://github.com/google/ios-chatbot/blob/1e37f6c35b5c4c0a70b310ac36f526ae2bb25003/google/rpc/status.proto#L7
iOS,repo,README.md,4,4,4,4,4,https://github.com/google/ios-chatbot/blob/b7a4ec14653ba1b28c54e3edbfe1db7dd4fb5373/README.md,https://github.com/google/ios-chatbot/blob/1e37f6c35b5c4c0a70b310ac36f526ae2bb25003/ChatBot/ChatBot/Infrastructure/ViewComponents/GILImageViewComponent.h#L61
