code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,doc_link,source_link
bench.go,repo,README.md,-,1,1,1,1,1,1,1,https://github.com/google/fchan-go/blob/395d1d1a7fabf84a36250034d85be64f427adff2/README.md,code_element is a file name
bounded.go,repo,README.md,1,-,-,-,-,-,-,-,https://github.com/google/fchan-go/blob/395d1d1a7fabf84a36250034d85be64f427adff2/README.md,code_element is a file name
fchan,repo,README.md,21,21,21,21,21,21,21,21,https://github.com/google/fchan-go/blob/395d1d1a7fabf84a36250034d85be64f427adff2/README.md,https://github.com/google/fchan-go/blob/9cd80472fe1fa1fa766b78e0d23b38a11752e055/src/fchan/unbounded.go#L15
fchan_main,repo,README.md,1,-,-,-,-,-,-,-,https://github.com/google/fchan-go/blob/395d1d1a7fabf84a36250034d85be64f427adff2/README.md,https://github.com/google/fchan-go/blob/29d70d7762ae77dcb8fbf2248f3a30d72a9d3ac2/writeup/graphs.py#L15
q.go,repo,README.md,2,-,-,-,-,-,-,-,https://github.com/google/fchan-go/blob/395d1d1a7fabf84a36250034d85be64f427adff2/README.md,https://github.com/google/fchan-go/blob/29d70d7762ae77dcb8fbf2248f3a30d72a9d3ac2/writeup/writeup.md#L1070
src/bench/bench.go,repo,README.md,-,1,1,1,1,1,1,1,https://github.com/google/fchan-go/blob/395d1d1a7fabf84a36250034d85be64f427adff2/README.md,code_element is a file name
unbounded.go,repo,README.md,1,-,-,-,-,-,-,-,https://github.com/google/fchan-go/blob/395d1d1a7fabf84a36250034d85be64f427adff2/README.md,code_element is a file name
