code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,doc_link,source_link
HTML,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/xpaf/blob/5c3f5886ad5dc938205a03d2aed0bea2cf4feeb8/README.md,https://github.com/google/xpaf/blob/036b52956bc4d52dcff404478ba73fa6a2d0fe47/src/xpath_wrapper.h#L42
OS,repo,README.md,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,4,https://github.com/google/xpaf/blob/5c3f5886ad5dc938205a03d2aed0bea2cf4feeb8/README.md,https://github.com/google/xpaf/blob/036b52956bc4d52dcff404478ba73fa6a2d0fe47/doc/tutorial.md#L13
XML,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/xpaf/blob/5c3f5886ad5dc938205a03d2aed0bea2cf4feeb8/README.md,https://github.com/google/xpaf/blob/036b52956bc4d52dcff404478ba73fa6a2d0fe47/src/xpath_wrapper.h#L42
