code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
GCP,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/dv360-spend-monitoring-tool/blob/20895ba66caa7e13e518d806c739cf290f141454/README.md,https://github.com/google/dv360-spend-monitoring-tool/blob/fc02c52b33eb2267eb31e77cd73f33c2580954be/deploy.sh#L176
LLC,repo,README.md,2,2,2,3,3,3,3,3,3,3,3,3,3,https://github.com/google/dv360-spend-monitoring-tool/blob/20895ba66caa7e13e518d806c739cf290f141454/README.md,https://github.com/google/dv360-spend-monitoring-tool/blob/fc02c52b33eb2267eb31e77cd73f33c2580954be/sql/partner_spend_view.sql#L1
