code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,doc_link,source_link
@appspot,repo,README.md,0,0,0,0,0,0,0,1,1,1,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L95
CONNECTION,repo,README.md,1,0,0,0,0,0,0,0,0,0,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e6ef19735efea05a6091e459f042117cb485ff12/backend/www/js/chunk-vendors.a68fcc13.js.map#L1
DQM,repo,README.md,18,11,11,11,11,11,11,13,13,14,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L41
DQM_CLOUDSQL_CONNECTION_NAME,repo,README.md,4,4,4,4,4,4,4,7,7,7,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L137
DQM_CLOUDSQL_DATABASE,repo,README.md,5,5,5,5,5,5,5,8,8,8,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L138
DQM_CLOUDSQL_USER,repo,README.md,5,5,5,5,5,5,5,8,8,8,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L139
DQM_SERVICE_ACCOUNT_FILE_PATH,repo,README.md,2,2,2,2,2,2,2,2,2,2,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/backend/project/settings/base.py#L29
GA,repo,README.md,30,13,13,13,13,13,13,13,13,13,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/frontend/src/views/Settings.vue#L24
GCP,repo,README.md,1,1,1,1,1,1,1,3,3,5,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L32
ID,repo,README.md,8,0,0,0,0,0,0,0,0,1,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L32
NAME,repo,README.md,19,3,3,3,3,3,3,3,3,3,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/backend/project/settings/prod.py#L34
Pipfile,repo,README.md,4,4,4,4,4,4,4,4,4,4,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/backend/.gcloudignore#L15
SQL,repo,README.md,1,1,1,1,1,1,1,5,5,5,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L102
app.yaml,repo,README.md,1,1,1,1,1,1,1,4,4,4,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L147
backend,repo,README.md,5,0,0,0,0,0,0,13,13,14,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L75
backend/www,repo,README.md,1,1,1,1,1,1,1,1,1,1,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/frontend/vue.config.js#L21
cloud_sql_proxy,repo,README.md,2,2,2,2,2,2,2,6,6,6,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L125
env_variables,repo,README.md,1,1,1,1,1,1,1,1,1,1,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/backend/app.yaml#L52
key.json,repo,README.md,3,3,3,3,3,3,3,4,4,4,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L95
requirements.txt,repo,README.md,1,1,1,1,1,1,1,3,3,3,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L157
tcp:3306,repo,README.md,1,1,1,1,1,1,1,2,2,2,https://github.com/google/dqm/blob/6d01cfd43d877752e4343247851680a45accc945/README.md,https://github.com/google/dqm/blob/e834f6f951ab0514f71c76d6198c80f93427c19c/installer.py#L128
