code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
6B,repo,README.md,1,1,1,https://github.com/google/meta_tagger/blob/cc4214dfb4828d6ec5441925c47f58bb6b128b5d/README.md,https://github.com/google/meta_tagger/blob/4db1137308835fcd1e30d81ae48a578c2fe674ff/train_cw.py#L49
CoNLL,repo,README.md,3,3,3,https://github.com/google/meta_tagger/blob/cc4214dfb4828d6ec5441925c47f58bb6b128b5d/README.md,https://github.com/google/meta_tagger/blob/4db1137308835fcd1e30d81ae48a578c2fe674ff/test_short_cw.py#L33
GPU,repo,README.md,1,1,1,https://github.com/google/meta_tagger/blob/cc4214dfb4828d6ec5441925c47f58bb6b128b5d/README.md,https://github.com/google/meta_tagger/blob/4db1137308835fcd1e30d81ae48a578c2fe674ff/test_short_cw.py#L90
LSTM,repo,README.md,4,4,4,https://github.com/google/meta_tagger/blob/cc4214dfb4828d6ec5441925c47f58bb6b128b5d/README.md,https://github.com/google/meta_tagger/blob/4db1137308835fcd1e30d81ae48a578c2fe674ff/train_cw.py#L203
output_dir,repo,README.md,31,31,31,https://github.com/google/meta_tagger/blob/cc4214dfb4828d6ec5441925c47f58bb6b128b5d/README.md,https://github.com/google/meta_tagger/blob/4db1137308835fcd1e30d81ae48a578c2fe674ff/train_cw.py#L50
train_cw,repo,README.md,3,3,3,https://github.com/google/meta_tagger/blob/cc4214dfb4828d6ec5441925c47f58bb6b128b5d/README.md,https://github.com/google/meta_tagger/blob/4db1137308835fcd1e30d81ae48a578c2fe674ff/test_cw.py#L26
