code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,doc_link,source_link
BY,repo,README.md,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,6,6,6,6,6,6,6,6,13,13,13,13,13,https://github.com/google/cluster-data/blob/2b8a1ba10e246061e3f5b31e7a436d8520c509fe/README.md,https://github.com/google/cluster-data/blob/7b7b6bd981bfd1273556e215132d09029c3b5893/clusterdata_analysis_colab.ipynb#L100
CC,repo,README.md,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/cluster-data/blob/2b8a1ba10e246061e3f5b31e7a436d8520c509fe/README.md,https://github.com/google/cluster-data/blob/7b7b6bd981bfd1273556e215132d09029c3b5893/bibliography.bib#L485
ClusterData2011,repo,README.md,.,.,.,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,https://github.com/google/cluster-data/blob/2b8a1ba10e246061e3f5b31e7a436d8520c509fe/README.md,https://github.com/google/cluster-data/blob/4e823fc40e2835a27451928cba0aef288740e8fc/bibliography.bib#L16
ClusterData2011_2,repo,README.md,.,.,.,0,0,0,0,-,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/cluster-data/blob/2b8a1ba10e246061e3f5b31e7a436d8520c509fe/README.md,https://github.com/google/cluster-data/blob/7b7b6bd981bfd1273556e215132d09029c3b5893/TraceVersion1.md#L2
ClusterData2019,repo,README.md,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,2,2,2,2,2,2,2,2,https://github.com/google/cluster-data/blob/2b8a1ba10e246061e3f5b31e7a436d8520c509fe/README.md,https://github.com/google/cluster-data/blob/7b7b6bd981bfd1273556e215132d09029c3b5893/bibliography.bib#L60
ETA,repo,README.md,.,.,.,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/cluster-data/blob/2b8a1ba10e246061e3f5b31e7a436d8520c509fe/README.md,https://github.com/google/cluster-data/blob/7b7b6bd981bfd1273556e215132d09029c3b5893/ETAExplorationTraces.md#L3
MUST,repo,README.md,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/cluster-data/blob/2b8a1ba10e246061e3f5b31e7a436d8520c509fe/README.md,https://github.com/google/cluster-data/blob/7b7b6bd981bfd1273556e215132d09029c3b5893/ClusterData2019.md#L21
mailto:googleclusterdata,repo,README.md,.,.,.,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/cluster-data/blob/2b8a1ba10e246061e3f5b31e7a436d8520c509fe/README.md,https://github.com/google/cluster-data/blob/7b7b6bd981bfd1273556e215132d09029c3b5893/TraceVersion1.md#L41
