code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,doc_link,source_link
CalcMetricCis_withBuckets,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L904
"Check_forUnbalance(dt=dt, predCols=c(""country"")",repo,README.md,1,1,1,1,1,1,0,0,0,0,0,0,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/8bd6105cef3940cddf6f9872fc0d0985d02dda0f/R/user_analysis_use_case.R#L1164
"Check_forUnbalance(dt=dt, predCols=c(""gender"")",repo,README.md,1,1,1,1,1,1,0,0,0,0,0,0,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/8bd6105cef3940cddf6f9872fc0d0985d02dda0f/R/user_analysis_use_case.R#L1163
"Check_forUnbalance(dt=dt, predCols=c(""gender"", ""country"")",repo,README.md,1,1,1,1,1,1,0,0,0,0,0,0,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/8bd6105cef3940cddf6f9872fc0d0985d02dda0f/R/user_analysis_use_case.R#L1165
CommonMetric,repo,README.md,50,50,50,50,50,51,51,51,51,51,51,51,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L428
FitPred_multi,repo,README.md,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L1102
"Mod(as.numeric(dt[ , user_id])",repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L902
"ReadSimData(ver, dataPath=readPath)",repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/simulation_estimator_mean_var_generic.R#L15
StarCiDf,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L960
adjDiff_contDataOnly,repo,README.md,14,14,14,14,14,15,15,15,15,15,15,15,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L502
adjDiff_withExptData,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L738
"c(""gender"", ""country"")",repo,README.md,4,4,4,4,4,4,5,5,5,5,5,5,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L639
"c(""imp_count"", ""obs_interact"", ""obs_amount"")",repo,README.md,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L177
"c(1, 0.75, 0.5)",repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L962
"c(1, 1.5, 2)",repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L962
ciDf,repo,README.md,93,93,93,93,93,93,93,93,93,93,93,93,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L956
ciDf_jk,repo,README.md,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L908
ci_lower,repo,README.md,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L961
ci_method,repo,README.md,19,19,19,19,19,19,19,19,19,19,19,19,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L906
ci_upper,repo,README.md,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/expt-analysis/blob/f44f07552f70b99c6d178b2e484c1d670da3178b/README.md,https://github.com/google/expt-analysis/blob/0c9e68eb702962a91990995d4450b4eadd0c94cd/R/unit_analysis_use_case.R#L961
