code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,doc_link,source_link
.gitignore,repo,README.md,1,1,1,1,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/README.md,code_element is a file name
HTML,repo,README.md,3,3,3,3,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/README.md,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/src/wiki-engine.js#L57
JSON,repo,README.md,6,6,6,6,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/README.md,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/src/wiki-engine.js#L73
LICENSE,repo,README.md,5,5,5,5,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/README.md,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/styles/wiki.css#L8
authorId,repo,README.md,-,-,2,2,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/README.md,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/src/wiki-engine.js#L318
authorName,repo,README.md,-,-,2,2,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/README.md,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/src/wiki-engine.js#L318
dist/,repo,README.md,3,3,3,3,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/README.md,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/package.json#L12
pageTitle,repo,README.md,-,-,-,1,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/README.md,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/src/wiki-engine.js#L375
yarn,repo,README.md,-,-,1,1,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/README.md,https://github.com/google/nodejs-wiki/blob/b86a5516730245258b700cfb9701905b601a1055/yarn.lock#L2
