code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
CLOUD_STORAGE_BUCKET,repo,README.md,11,11,11,11,10,10,10,10,10,10,10,10,10,https://github.com/google/auction-insights-visualization/blob/8ea2bd47d6a868d92eeeebc996b6290d1f0b94c1/README.md,https://github.com/google/auction-insights-visualization/blob/eed9c1ff63aea9551c08ceefbfa0807ddf60e93a/manifest-template.json#L18
aiViz.css,repo,README.md,2,2,2,2,1,1,1,1,1,1,1,1,1,https://github.com/google/auction-insights-visualization/blob/8ea2bd47d6a868d92eeeebc996b6290d1f0b94c1/README.md,https://github.com/google/auction-insights-visualization/blob/eed9c1ff63aea9551c08ceefbfa0807ddf60e93a/deploy.sh#L52
aiViz.js,repo,README.md,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/auction-insights-visualization/blob/8ea2bd47d6a868d92eeeebc996b6290d1f0b94c1/README.md,https://github.com/google/auction-insights-visualization/blob/eed9c1ff63aea9551c08ceefbfa0807ddf60e93a/manifest-template.json#L18
aiViz.json,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/auction-insights-visualization/blob/8ea2bd47d6a868d92eeeebc996b6290d1f0b94c1/README.md,https://github.com/google/auction-insights-visualization/blob/eed9c1ff63aea9551c08ceefbfa0807ddf60e93a/manifest-template.json#L19
deploy.sh,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/auction-insights-visualization/blob/8ea2bd47d6a868d92eeeebc996b6290d1f0b94c1/README.md,code_element is a file name
gs://,repo,README.md,6,6,6,6,5,5,5,5,-,-,-,-,-,https://github.com/google/auction-insights-visualization/blob/8ea2bd47d6a868d92eeeebc996b6290d1f0b94c1/README.md,https://github.com/google/auction-insights-visualization/blob/5b9f39d41f55697fcf1df45f0de0ac173f089fd7/manifest-template.json#L18
manifest.json,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/auction-insights-visualization/blob/8ea2bd47d6a868d92eeeebc996b6290d1f0b94c1/README.md,https://github.com/google/auction-insights-visualization/blob/eed9c1ff63aea9551c08ceefbfa0807ddf60e93a/deploy.sh#L55
