code_element,page_type,page_name,rev_1,doc_link,source_link
ANY,repo,README.md,238,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L12
AS,repo,README.md,212,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L11
BASIS,repo,README.md,197,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L11
CONDITIONS,repo,README.md,241,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L12
IS,repo,README.md,225,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L11
KIND,repo,README.md,204,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L12
LICENSE,repo,README.md,177,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L8
OF,repo,README.md,306,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L12
OR,repo,README.md,308,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L12
ProductSans-Regular.ttf,repo,README.md,7,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/IOsched/Info.plist#L73
Source,repo,README.md,205,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/IOschedTestApp/Data/bootstrap_data-2016.json#L6159
WARRANTIES,repo,README.md,220,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L12
WITHOUT,repo,README.md,205,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/Platform/Utilities/UserDefaults.swift#L12
iOS,repo,README.md,70,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/README.md,https://github.com/google/iosched-ios/blob/bbdb21055e06fc57232f9630d6af027c1240da10/Source/IOschedTestApp/Data/bootstrap_data-2016.json#L1359
