code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,doc_link,source_link
API,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,https://github.com/google/dimsum/blob/50adbd6937721a691c7f0dff31a45705e3afab91/README.md,https://github.com/google/dimsum/blob/f60cc12fdd3103170ba443672af135052d5b1ff5/utils/mirror_libcxx_simd.sh#L12
ARMv8,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/dimsum/blob/50adbd6937721a691c7f0dff31a45705e3afab91/README.md,https://github.com/google/dimsum/blob/f60cc12fdd3103170ba443672af135052d5b1ff5/dimsum.h#L43
CC,repo,README.md,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/dimsum/blob/50adbd6937721a691c7f0dff31a45705e3afab91/README.md,https://github.com/google/dimsum/blob/f60cc12fdd3103170ba443672af135052d5b1ff5/test.sh#L5
GCC,repo,README.md,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,https://github.com/google/dimsum/blob/50adbd6937721a691c7f0dff31a45705e3afab91/README.md,https://github.com/google/dimsum/blob/f60cc12fdd3103170ba443672af135052d5b1ff5/simd#L32
NEON,repo,README.md,131,131,131,132,132,132,132,132,132,132,132,132,132,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,121,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/dimsum/blob/50adbd6937721a691c7f0dff31a45705e3afab91/README.md,https://github.com/google/dimsum/blob/f60cc12fdd3103170ba443672af135052d5b1ff5/dimsum.h#L39
SIMD,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,https://github.com/google/dimsum/blob/50adbd6937721a691c7f0dff31a45705e3afab91/README.md,https://github.com/google/dimsum/blob/f60cc12fdd3103170ba443672af135052d5b1ff5/simulated.h#L33
SSE,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,https://github.com/google/dimsum/blob/50adbd6937721a691c7f0dff31a45705e3afab91/README.md,https://github.com/google/dimsum/blob/f60cc12fdd3103170ba443672af135052d5b1ff5/simd_neon.h#L121
TODO,repo,README.md,-,8,8,7,7,7,9,8,8,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,8,10,10,10,10,10,12,12,13,13,13,13,15,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,https://github.com/google/dimsum/blob/50adbd6937721a691c7f0dff31a45705e3afab91/README.md,https://github.com/google/dimsum/blob/f60cc12fdd3103170ba443672af135052d5b1ff5/simulated.h#L354
VSX,repo,README.md,72,72,72,68,68,68,68,68,68,68,68,68,68,68,68,68,68,83,83,83,83,83,83,83,83,83,83,83,83,83,85,85,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/dimsum/blob/50adbd6937721a691c7f0dff31a45705e3afab91/README.md,https://github.com/google/dimsum/blob/603baa35f69a7d5258bab3de94185340a72ae578/simd_vsx.h#L27
