code_element,page_type,page_name,rev_1,doc_link,source_link
CLINC150,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/preprocess_clinc150.py#L15
CLINC150_DATA_DIR,repo,README.md,6,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/tasks.py#L22
banking,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/preprocess_clinc150.py#L37
clinc150_student,repo,README.md,1,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/tasks.py#L85
clinc150_student_with_ex2,repo,README.md,1,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/tasks.py#L95
data_full,repo,README.md,1,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/preprocess_clinc150.py#L33
data_path,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/preprocess_clinc150.py#L32
fewshot_validation,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/tasks.py#L33
original_train_path,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/postprocess_teacher_predictions.py#L28
output_dir,repo,README.md,9,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/preprocess_clinc150.py#L34
output_train_path,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/postprocess_teacher_predictions.py#L30
overall_validation,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/tasks.py#L32
student_train,repo,README.md,3,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/tasks.py#L31
student_train_with_ex2,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/tasks.py#L37
t5,repo,README.md,10,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/tasks.py#L19
tasks.py,repo,README.md,1,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,code_element is a file name
teacher_inputs,repo,README.md,1,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/preprocess_clinc150.py#L206
teacher_intents,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/preprocess_clinc150.py#L204
teacher_intents_path,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/postprocess_teacher_predictions.py#L24
teacher_predictions,repo,README.md,1,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/postprocess_teacher_predictions.py#L27
teacher_predictions_path,repo,README.md,2,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/README.md,https://github.com/google/example_extrapolation/blob/8bf472143952d019f4b7273b9236f7591c27feb9/postprocess_teacher_predictions.py#L26
