code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
AddContentKey(std::move(hd_key),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L69
AddContentKey(std::move(key),repo,README.md,.,5,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_key_period.cc#L48
AddContentKey(std::move(sd_key),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L56
AddDRMSystem(std::move(drm),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_drm_systems.cc#L52
AddKeyPeriod(std::move(key_period),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_key_period.cc#L36
"AddKeyPeriodFilter(""key_period_1"")",repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_key_period.cc#L44
"AddLabelFilter(""HD"")",repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_labels.cc#L57
"AddLabelFilter(""SD"")",repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_labels.cc#L48
AddUsageRule(std::move(hd_rule),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L70
AddUsageRule(std::move(rule),repo,README.md,.,3,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_key_period.cc#L49
AddUsageRule(std::move(sd_rule),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L57
AddVideoFilter(hd_video_filter),repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L65
AddVideoFilter(sd_video_filter),repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L52
CPIX,repo,README.md,.,23,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/xml_util_test.cc#L23
