code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
CPIXMessage,repo,README.md,.,42,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/usage_rule_list.h#L33
ContentKey,repo,README.md,.,88,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/xml_util_test.cc#L30
ContentKeys,repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/cpix_message.h#L57
DRM,repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/drm_system.h#L30
DRMSystem,repo,README.md,.,27,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/schemas/cpix.xsd#L106
DRMSystems,repo,README.md,.,3,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_and_drm_systems.cc#L54
ID,repo,README.md,.,30,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/schemas/xmldsig-core-schema.xsd#L51
KeyPeriod,repo,README.md,.,23,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/usage_rule.h#L70
KeyPeriodFilter,repo,README.md,.,5,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/usage_rule_test.cc#L35
MUST,repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/aes_cryptor.cc#L34
SetIndex(1001),repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_key_period.cc#L32
ToString(),repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/cpix_message.h#L51
UsageRule,repo,README.md,.,39,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/usage_rule_test.cc#L53
UsageRules,repo,README.md,.,3,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/key_period.h#L28
VideoFilter,repo,README.md,.,14,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/usage_rule_test.cc#L36
XML,repo,README.md,.,13,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/xml_util.h#L22
cpix_cc,repo,README.md,.,4,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/build.sh#L19
drms.push_back,repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_and_drm_systems.cc#L52
examples,repo,README.md,.,9,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/libxml.BUILD#L38
hd_key,repo,README.md,.,6,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L42
hd_rule,repo,README.md,.,6,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L59
hd_video_filter,repo,README.md,.,3,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L61
key_period,repo,README.md,.,33,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/key_period_test.cc#L15
max_pixels,repo,README.md,.,9,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/usage_rule_test.cc#L57
message.ToString(),repo,README.md,.,11,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/encrypted_content_keys.cc#L77
min_pixels,repo,README.md,.,9,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/usage_rule_test.cc#L56
move(drm),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_and_drm_systems.cc#L52
move(drms),repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_and_drm_systems.cc#L56
move(rule),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/usage_rule_list.cc#L29
move(rules),repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_and_drm_systems.cc#L56
rules.push_back,repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_and_drm_systems.cc#L44
sd_key,repo,README.md,.,6,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L38
sd_rule,repo,README.md,.,6,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L46
sd_video_filter,repo,README.md,.,3,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L48
"set_id(""key_period_1"")",repo,README.md,.,1,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_key_period.cc#L34
set_key_id(hd_key->key_id(),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L67
set_key_id(sd_key->key_id(),repo,README.md,.,2,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/examples/content_keys_with_usage_rules_policies.cc#L54
unique_ptr,repo,README.md,.,255,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/xml_node_test.cc#L49
usage_rule,repo,README.md,.,18,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/README.md,https://github.com/google/cpix_cc/blob/eb79e1aed6cd6181716c66cd5d670cfc90907192/usage_rule_test.cc#L15
