code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,doc_link,source_link
SIMD,repo,README.md,.,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/vector_neon.h#L18
SSE,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/9561f408ff7dfaaad59fff339476187cb1361438/highwayhash/vector_test_target.cc#L133
SSE41,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,5,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/dfd36a751b7e78882411353a28ccfc3cc7a2d1b1/highwayhash/targets.h#L68
SSE41HighwayTreeHash,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,6,6,6,8,8,6,5,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/a1c257eed5757736407ecef59cd28477fa9edcd7/highwayhash/sse41_highway_tree_hash.h#L216
ScalarHighwayTreeHash,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/a1c257eed5757736407ecef59cd28477fa9edcd7/highwayhash/sip_hash_test.cc#L119
ScalarSipHash,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/ab311d952159b4eaa5d51c84c4407cf2ca112798/sip_hash_main.cc#L138
ScalarSipTreeHash,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/08d3f5b4d351d2202531ff22f2ba2e0e0e9865e7/highwayhash/sip_hash_test.cc#L130
SipHash,repo,README.md,.,11,11,11,11,11,11,11,11,11,11,14,14,14,14,14,14,14,5,5,10,15,15,15,15,15,10,12,12,12,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/state_helpers.h#L37
"SipHash(key2, in, 8)",repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash.3#L62
SipHash13,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/sip_hash.h#L151
SipTree,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/da3acc30ef00eae0501be1c7a92164bef18f6759/highwayhash/sip_hash_main.cc#L189
SipTreeHash,repo,README.md,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,9,9,6,6,6,6,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/sip_tree_hash.h#L41
SipTreeHash13,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/sip_tree_hash.h#L44
Target*,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/dfd36a751b7e78882411353a28ccfc3cc7a2d1b1/highwayhash/targets.h#L22
TargetPortable,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,8,8,8,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/dfd36a751b7e78882411353a28ccfc3cc7a2d1b1/highwayhash/targets.h#L73
ThreadPool,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/highwayhash_test.cc#L109
VSX,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/highwayhash_test_vsx.cc#L18
arch_specific,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,12,12,15,15,31,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,65,65,65,65,65,71,71,71,71,71,71,72,71,71,71,71,71,71,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/msvc/VectorTest.vcxproj#L120
b,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,26,26,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,27,27,27,27,27,27,27,31,31,31,31,31,31,31,31,31,31,31,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/java/com/google/highwayhash/HighwayHashTest.java#L16
benchmark,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,12,12,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/msvc/Benchmark.vcxproj#L123
c_bindings,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/hh_types.h#L18
code_annotation,repo,README.md,.,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,8,9,11,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/a1c257eed5757736407ecef59cd28477fa9edcd7/highwayhash/vec2.h#L33
compiler_specific,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,20,25,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/msvc/VectorTest.vcxproj#L121
data_parallel,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/highwayhash_test.cc#L29
data_parallel_test,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/4f304333af17028c5d749dcc74a948bbeea5e053/BUILD#L127
h,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185,185,190,190,253,264,264,264,266,265,265,265,265,265,265,268,269,269,279,279,283,295,295,295,295,295,306,306,327,327,327,328,329,328,328,328,329,329,329,354,354,354,354,354,356,356,356,360,360,360,360,361,362,362,362,363,363,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/msvc/VectorTest.vcxproj#L120
hh_avx2,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/9561f408ff7dfaaad59fff339476187cb1361438/msvc/HighwayHash.vcxproj#L125
hh_portable,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/9561f408ff7dfaaad59fff339476187cb1361438/msvc/HighwayHash.vcxproj#L126
hh_sse41,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/9561f408ff7dfaaad59fff339476187cb1361438/msvc/HighwayHash.vcxproj#L127
highway_tree_hash,repo,README.md,.,9,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,7,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/a1c257eed5757736407ecef59cd28477fa9edcd7/highwayhash/state_helpers.h#L33
highwayhash_target,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,16,18,18,17,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,17,17,17,17,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/msvc/HighwayHash.vcxproj#L129
highwayhash_test,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,6,6,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/msvc/HighwayHash.vcxproj#L151
i,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,257,257,258,258,365,373,373,388,388,388,388,388,393,393,393,393,393,393,393,393,393,413,413,413,413,413,413,413,533,533,545,545,545,545,549,549,549,549,549,591,591,591,591,591,591,591,591,591,591,591,588,588,588,588,588,588,588,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/java/com/google/highwayhash/HighwayHashTest.java#L17
instruction_sets,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,16,18,18,20,20,26,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/msvc/VectorTest.vcxproj#L122
m,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,11,11,11,11,11,11,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/vector_neon.h#L19
make,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/LICENSE#L77
n,repo,README.md,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,59,59,59,59,59,65,67,65,65,65,65,66,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,68,68,101,101,101,101,101,101,101,101,101,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,https://github.com/google/highwayhash/blob/2a34fa7eec5622aee17ab1ee95bbbd536f423376/README.md,https://github.com/google/highwayhash/blob/c13d28517a4db259d738ea4886b1f00352a3cc33/highwayhash/vector_test_target.cc#L159
