code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
CUDA,repo,README.md,5,5,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/third_party/blended_diffusion/guided_diffusion/guided_diffusion/train_util.py#L104
GLIDE,repo,README.md,10,10,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/third_party/blended_diffusion/optimization/arguments.py#L8
MDETR,repo,README.md,5,5,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/third_party/blended_diffusion/optimization/image_editor.py#L1
PyTorch,repo,README.md,10,10,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/third_party/blended_diffusion/guided_diffusion/guided_diffusion/nn.py#L11
edit_image_by_prompt,repo,README.md,5,5,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/third_party/blended_diffusion/optimization/image_editor.py#L189
environment.yml,repo,README.md,1,1,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,code_element is a file name
image_editor_glide.py,repo,README.md,1,1,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,code_element is a file name
input_image,repo,README.md,6,6,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/run.sh#L21
output_path,repo,README.md,30,30,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/third_party/blended_diffusion/optimization/image_editor.py#L43
refer_prompt,repo,README.md,23,23,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/third_party/glide_text2im/clip/model_creation.py#L53
run.sh,repo,README.md,1,1,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,code_element is a file name
target_prompt,repo,README.md,9,9,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/third_party/blended_diffusion/utils/visualization.py#L35
third_party/blended_diffusion/optimization/arguments.py,repo,README.md,1,1,https://github.com/google/referring-manipulation/blob/4f328a81da90547f87ed9fc5733c012b16f4e9e4/README.md,code_element is a file name
