code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,doc_link,source_link
GitHub,repo,README.md,36,36,36,36,36,37,38,38,38,38,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,48,48,48,48,48,48,48,48,48,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/README.md,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/web/github_helper.dart#L15
IS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/README.md,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/web/github_helper.dart#L10
LICENSE,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,11,11,11,11,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/README.md,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/web/github_helper.dart#L7
URL,repo,README.md,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,25,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/README.md,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/web/github_helper.dart#L79
VM,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/README.md,https://github.com/google/github-issue-mover/blob/6bdc494c86b2abcce0e4cfd34eb0348c0b433ab5/CODE_WALKTHROUGH.md#L47
https://github.com/google/github-issue-mover/issues/1,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/README.md,https://github.com/google/github-issue-mover/blob/9b75a89b67d82910b1ca4ba81abe3a75a8fbf221/bin/views/index.html#L78
