code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,rev_116,rev_117,rev_118,rev_119,rev_120,rev_121,rev_122,rev_123,rev_124,rev_125,rev_126,rev_127,rev_128,rev_129,rev_130,rev_131,rev_132,rev_133,rev_134,rev_135,rev_136,rev_137,rev_138,rev_139,rev_140,rev_141,rev_142,rev_143,rev_144,rev_145,rev_146,rev_147,rev_148,rev_149,rev_150,doc_link,source_link
API,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,-,-,-,.,21,21,55,55,55,55,55,55,56,56,56,59,59,59,59,59,59,60,60,60,60,63,63,63,66,66,88,85,85,85,85,86,86,89,91,91,91,91,91,91,92,92,113,113,113,https://github.com/google/framework-for-osdu/blob/dd3af1df41788f792e92b5bb3efeb46c8eeca570/README.md,https://github.com/google/framework-for-osdu/blob/73870a7dee903d4ec50d16b3f84fce6ca592d71d/osdu-r2/terraform/variables.tf#L43
DELFI,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,6,.,16,16,103,103,103,103,103,103,104,104,104,104,104,104,104,104,104,104,104,104,104,101,102,102,103,103,104,105,105,105,105,103,103,103,103,103,103,103,103,103,115,115,116,116,116,https://github.com/google/framework-for-osdu/blob/dd3af1df41788f792e92b5bb3efeb46c8eeca570/README.md,https://github.com/google/framework-for-osdu/blob/73870a7dee903d4ec50d16b3f84fce6ca592d71d/osdu-r2/os-workflow/README.md#L142
GCP,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,-,-,-,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/framework-for-osdu/blob/dd3af1df41788f792e92b5bb3efeb46c8eeca570/README.md,https://github.com/google/framework-for-osdu/blob/782c5a18a94fe07b7a3bb8f99bd95197603301ce/service/srn-mapper/pom.xml#L32
LICENSE,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,238,238,481,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/framework-for-osdu/blob/dd3af1df41788f792e92b5bb3efeb46c8eeca570/README.md,https://github.com/google/framework-for-osdu/blob/89c1799e3e37da92118dfdf09dd8783a1879f729/service/srn-mapper/src/main/java/com/osdu/service/google/GcpSrnMappingService.java#L8
OSDU,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,20,20,20,23,23,36,.,68,68,189,189,189,195,196,184,177,177,172,190,190,198,198,198,199,190,192,192,192,209,209,209,215,219,218,210,210,215,215,219,219,219,221,221,221,221,221,221,229,229,285,285,285,https://github.com/google/framework-for-osdu/blob/dd3af1df41788f792e92b5bb3efeb46c8eeca570/README.md,https://github.com/google/framework-for-osdu/blob/73870a7dee903d4ec50d16b3f84fce6ca592d71d/pom.xml#L26
OpenDES,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,0,0,4,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/framework-for-osdu/blob/dd3af1df41788f792e92b5bb3efeb46c8eeca570/README.md,https://github.com/google/framework-for-osdu/blob/89c1799e3e37da92118dfdf09dd8783a1879f729/osdu-r2/os-file/docs/file-service_openapi.yaml#L5
RELEASE,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,4,4,18,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/framework-for-osdu/blob/dd3af1df41788f792e92b5bb3efeb46c8eeca570/README.md,https://github.com/google/framework-for-osdu/blob/89c1799e3e37da92118dfdf09dd8783a1879f729/service/ingest/pom.xml#L70
URI,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,4,4,26,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/framework-for-osdu/blob/dd3af1df41788f792e92b5bb3efeb46c8eeca570/README.md,https://github.com/google/framework-for-osdu/blob/89c1799e3e37da92118dfdf09dd8783a1879f729/service/ingest/src/main/java/com/osdu/service/processing/CustomSchemeFetcher.java#L25
