code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,doc_link,source_link
API,repo,README.md,10,11,13,16,16,31,39,42,43,42,44,42,42,51,51,69,69,68,68,68,80,82,92,98,107,110,114,https://github.com/google/exposure-notifications-android/blob/1803372dd30f151a477f031bd8a25bcf857db8c5/README.md,https://github.com/google/exposure-notifications-android/blob/2224505cb7c05e6b9dd2946efab0a1d040c6ea2b/privateanalytics/README.md#L160
COVID,repo,README.md,18,18,18,28,28,28,28,28,28,26,26,28,28,27,27,3826,3826,4067,4067,4067,4004,3982,4312,4492,4688,4688,5132,https://github.com/google/exposure-notifications-android/blob/1803372dd30f151a477f031bd8a25bcf857db8c5/README.md,https://github.com/google/exposure-notifications-android/blob/2224505cb7c05e6b9dd2946efab0a1d040c6ea2b/app/src/v3/res/values/strings.xml#L53
