code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,doc_link,source_link
InfraStructuredMap(map),repo,README.md,.,.,-,-,-,-,-,-,1,1,-,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/README.md,https://github.com/google/infra-structured-map/blob/f197dc1e422312cea5258f2d553171286218974b/src/main/js/infra-structured-map.js#L22
JSON,repo,README.md,.,.,-,-,-,-,-,-,2,2,2,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/README.md,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/src/main/java/com/google/infrastructuredmap/MapAndMarkdownExtractorMain.java#L40
KML,repo,README.md,.,.,5,5,5,5,5,5,5,5,5,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/README.md,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/src/main/java/com/google/infrastructuredmap/MapDataExtractor.java#L47
LineString,repo,README.md,.,.,-,-,-,-,-,-,3,3,3,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/README.md,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/src/main/java/com/google/infrastructuredmap/MapDataExtractor.java#L31
MapAndMarkdownExtractorMain,repo,README.md,.,.,-,-,-,-,-,-,1,1,1,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/README.md,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/src/main/java/com/google/infrastructuredmap/MapAndMarkdownExtractorMain.java#L42
URL,repo,README.md,.,.,-,-,-,-,-,-,3,3,3,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/README.md,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/src/main/java/com/google/infrastructuredmap/MapAndMarkdownExtractorMain.java#L28
infraMap,repo,README.md,.,.,-,-,-,-,-,-,0,0,10,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/README.md,https://github.com/google/infra-structured-map/blob/19323151e820d57d753e69f3505395d466005289/src/main/js/infra-structured-map.js#L194
