code_element,page_type,page_name,rev_1,doc_link,source_link
Proto,repo,README.md,8,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L154
ProtoConverter,repo,README.md,5,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L15
__init__,repo,README.md,2,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L49
__init__(self),repo,README.md,1,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/converter_example.py#L22
any_pb2,repo,README.md,5,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L34
dest_proto,repo,README.md,17,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L128
field.Unpack(proto_object),repo,README.md,1,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L176
field_names_to_ignore,repo,README.md,8,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L27
int(src_proto.price),repo,README.md,1,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/converter_example.py#L29
name,repo,README.md,29,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L18
pb_class_from,repo,README.md,6,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L25
pb_class_to,repo,README.md,6,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L26
price,repo,README.md,5,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/example_proto.proto#L27
"price_name_convert_function(self, src_proto, dest_proto)",repo,README.md,1,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/converter_example.py#L28
proto_converter,repo,README.md,2,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/converter_example.py#L47
proto_object,repo,README.md,2,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L175
seller,repo,README.md,3,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/example_proto.proto#L28
src_proto,repo,README.md,15,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L118
"super(MatchaToGreenTeaConverter, self)",repo,README.md,1,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/converter_example.py#L23
