code_element,page_type,page_name,rev_1,doc_link,source_link
.Any(),repo,README.md,2,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L181
@converter.convert_field,repo,README.md,3,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L324
Any,repo,README.md,21,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L32
CONTRIBUTING.md,repo,README.md,1,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,code_element is a file name
CopyFrom,repo,README.md,1,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L193
GreenTeaMilkTea,repo,README.md,2,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/example_proto.proto#L34
LICENSE,repo,README.md,7,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/src/pyproto/converter.py#L7
MatchaMilkTea,repo,README.md,3,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/example_proto.proto#L25
MatchaToGreenTeaConverter(),repo,README.md,1,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/converter_example.py#L47
MatchaToGreenTeaConverter(converter.ProtoConverter),repo,README.md,1,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/README.md,https://github.com/google/python-proto-converter/blob/57e98c74c64cc28b7f4832bf7af9d9231becdaf6/example/converter_example.py#L21
