code_element,page_type,page_name,rev_1,doc_link,source_link
/usr/local/Cellar/xpra/HEAD,repo,README.md,4,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/xpra.iml#L6
/usr/local/bin/python,repo,README.md,3,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/xpra.iml#L12
HEAD,repo,README.md,3,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/xpra.rb#L67
PYTHONPATH,repo,README.md,4,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/xpra.rb#L41
lib/python2.7/site-packages,repo,README.md,3,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/xpra.rb#L41
libexec/bin,repo,README.md,1,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/xpra.iml#L9
libexec/bin/xpra,repo,README.md,1,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/.idea/runConfigurations/xpra.xml#L15
libexec/vendor/lib/python2.7/site-packages,repo,README.md,1,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/xpra.iml#L7
local:100,repo,README.md,1,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/.idea/runConfigurations/xpra.xml#L16
ssh:ubuntu,repo,README.md,1,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/.idea/runConfigurations/xpra.xml#L16
xpra.rb,repo,README.md,1,https://github.com/google/homebrew-xpra/blob/9f9e13a8c32d57596d12972d28cd2809d1d12657/README.md,code_element is a file name
