code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
API,repo,README.md,89,89,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/proto-google-cloud-run-v2/src/main/proto/google/cloud/run/v2/service.proto#L39
BOM,repo,README.md,2,2,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/google-cloud-run-bom/pom.xml#L14
GCP,repo,README.md,15,15,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/proto-google-cloud-run-v2/src/main/proto/google/cloud/run/v2/service.proto#L172
GitHub,repo,README.md,10,10,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/pom.xml#L51
GoogleCloudPlatform,repo,README.md,2,2,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/CONTRIBUTING.md#L92
IAM,repo,README.md,34,34,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/proto-google-cloud-run-v2/src/main/proto/google/cloud/run/v2/service.proto#L100
LICENSE,repo,README.md,129,129,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/proto-google-cloud-run-v2/src/main/proto/google/cloud/run/v2/vendor_settings.proto#L7
PROJECT,repo,README.md,92,92,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/google-cloud-run/src/test/java/com/google/cloud/run/v2/ServicesClientTest.java#L102
README,repo,README.md,5,5,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/.kokoro/readme.sh#L37
artifactId,repo,README.md,148,152,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/samples/snippets/pom.xml#L5
cloud:google,repo,README.md,5,5,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/renovate.json#L34
gRPC,repo,README.md,7,7,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/grpc-google-cloud-run-v2/src/main/java/com/google/cloud/run/v2/ServicesGrpc.java#L28
google-cloud-run,repo,README.md,54,54,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/versions.txt#L4
groupId,repo,README.md,146,150,https://github.com/google/java-run/blob/f059676133eb425ff908535abed84a753f5ab649/README.md,https://github.com/google/java-run/blob/c40a23dc23a6ba9e5d9db7c329acfe8f12222be9/samples/snippets/pom.xml#L4
