code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,doc_link,source_link
MariaDB,repo,README.md,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,18,18,18,18,https://github.com/google/mysql-ripple/blob/7b501f7a6d4e7d76de7edde5b7fae6ccc152ed1b/README.md,https://github.com/google/mysql-ripple/blob/9bcad9384532d816a44ccfacf62cb1579dcd29e3/rippled.cc#L99
MySQL,repo,README.md,18,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,21,21,21,21,https://github.com/google/mysql-ripple/blob/7b501f7a6d4e7d76de7edde5b7fae6ccc152ed1b/README.md,https://github.com/google/mysql-ripple/blob/9bcad9384532d816a44ccfacf62cb1579dcd29e3/rippled.cc#L99
OK,repo,README.md,-,-,-,-,-,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,https://github.com/google/mysql-ripple/blob/7b501f7a6d4e7d76de7edde5b7fae6ccc152ed1b/README.md,https://github.com/google/mysql-ripple/blob/9bcad9384532d816a44ccfacf62cb1579dcd29e3/mysql_slave_session.cc#L259
