code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,doc_link,source_link
release/c,repo,README.md,0,7,9,9,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/wuffs-mirror-release-c/blob/70891a93a371f2bf8b30715dd3d7de6b80c467e7/README.md,https://github.com/google/wuffs-mirror-release-c/blob/123a5c6ede3c052aaf9bbef59afb9410baa2b40a/sync.txt#L4
script/sync.sh,repo,README.md,-,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/wuffs-mirror-release-c/blob/70891a93a371f2bf8b30715dd3d7de6b80c467e7/README.md,https://github.com/google/wuffs-mirror-release-c/blob/123a5c6ede3c052aaf9bbef59afb9410baa2b40a/sync.txt#L1
stb_howto,repo,README.md,0,0,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/wuffs-mirror-release-c/blob/70891a93a371f2bf8b30715dd3d7de6b80c467e7/README.md,https://github.com/google/wuffs-mirror-release-c/blob/123a5c6ede3c052aaf9bbef59afb9410baa2b40a/release/c/wuffs-v0.3.c#L5
sync.txt,repo,README.md,-,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/wuffs-mirror-release-c/blob/70891a93a371f2bf8b30715dd3d7de6b80c467e7/README.md,https://github.com/google/wuffs-mirror-release-c/blob/123a5c6ede3c052aaf9bbef59afb9410baa2b40a/script/sync.sh#L19
