code_element,page_type,page_name,rev_1,doc_link,source_link
GMT,repo,README.md,1,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/README.md,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/ssl_logger.py#L364
PCAP,repo,README.md,2,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/README.md,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/ssl_logger.py#L285
SSL,repo,README.md,9,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/README.md,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/ssl_logger.py#L15
macOS,repo,README.md,2,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/README.md,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/ssl_logger.py#L251
ssl_logger,repo,README.md,1,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/README.md,https://github.com/google/ssl_logger/blob/babefc905d27e6d4da0c74408f4762547021eedd/ssl_logger.py#L390
