code_element,page_type,page_name,rev_1,rev_2,rev_3,doc_link,source_link
API,repo,README.md,65,65,66,https://github.com/google/deputy-api-python-client/blob/996f42025420dad2e3aaba1c77a0d4ed7ba4a82c/README.md,https://github.com/google/deputy-api-python-client/blob/ed04db6cf82f4c9644ff79c78fcbfe4fbb8a39ba/setup.py#L26
LICENSE,repo,README.md,5,5,6,https://github.com/google/deputy-api-python-client/blob/996f42025420dad2e3aaba1c77a0d4ed7ba4a82c/README.md,https://github.com/google/deputy-api-python-client/blob/ed04db6cf82f4c9644ff79c78fcbfe4fbb8a39ba/setup.py#L7
