code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
AccountManager,repo,README.md,83,83,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/src/main/javatests/com/google/android/apps/work/kerberosauthenticator/KerberosAuthenticatorTest.java#L30
AndroidEnterpriseKerberos,repo,README.md,2,2,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/src/main/java/res/xml/kerberos_authenticator.xml#L18
BUILD,repo,README.md,3,3,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,code_element is a file name
GitHub,repo,README.md,-,2,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/CONTRIBUTING.md#L21
NOTE,repo,README.md,1,1,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/src/main/java/com/google/android/apps/work/kerberosauthenticator/internal/kinit/UserAuthenticationTask.java#L69
SDK,repo,README.md,1,1,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/WORKSPACE#L52
SPNEGO,repo,README.md,17,17,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/src/main/javatests/com/google/android/apps/work/kerberosauthenticator/KerberosAuthenticatorTest.java#L79
WORKSPACE,repo,README.md,1,1,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,code_element is a file name
adController,repo,README.md,7,7,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/src/main/javatests/com/google/android/apps/work/kerberosauthenticator/AccountConfigurationTest.java#L71
adDomain,repo,README.md,18,18,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/src/main/javatests/com/google/android/apps/work/kerberosauthenticator/AccountConfigurationTest.java#L71
android_library,repo,README.md,2,2,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/src/main/java/BUILD#L14
android_sdk_repository,repo,README.md,1,1,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/WORKSPACE#L50
api_level,repo,README.md,1,1,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/WORKSPACE#L54
build_tools_version,repo,README.md,1,1,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/WORKSPACE#L55
sensitiveDebugData,repo,README.md,2,2,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/src/main/java/res/xml/app_restrictions.xml#L48
src/main/java/BUILD,repo,README.md,1,1,https://github.com/google/android-kerberos-authenticator/blob/bdd93bb92b877de574589635398a1d6107bc061f/README.md,code_element is a file name
