code_element,page_type,page_name,rev_1,doc_link,source_link
ANY,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L147
AS,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L146
BASIS,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L146
CONDITIONS,repo,README.md,4,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L6
GitHub,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/CONTRIBUTING.md#L21
IS,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L146
KIND,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L147
LICENSE,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L196
OF,repo,README.md,3,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L147
OR,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L147
WARRANTIES,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L147
WITHOUT,repo,README.md,2,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/README.md,https://github.com/google/fleetspeak-doc/blob/be6dd57cdff22bfb4f33bdbf1e5bab3156c61825/LICENSE#L147
