code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,doc_link,source_link
API,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/README.md,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/core.py#L238
FAQ,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/README.md,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/docs/FAQ.md#L1
ML,repo,README.md,106,106,106,106,126,126,137,137,137,139,160,160,160,162,163,164,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/README.md,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/tests.sh#L1
OpenAI,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/README.md,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/docs/FAQ.md#L18
README,repo,README.md,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/README.md,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/environments/recommenders/README.md#L50
attention_allocation_example,repo,README.md,2,2,2,2,2,2,1,1,-,-,-,-,-,-,-,-,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/README.md,https://github.com/google/ml-fairness-gym/blob/e642bce2c01cbd7e89af6cfc6fc3c4054b0fbe85/environments/README.md#L13
college_admission_example,repo,README.md,2,2,2,2,2,2,1,1,-,-,-,-,-,-,-,-,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/README.md,https://github.com/google/ml-fairness-gym/blob/e642bce2c01cbd7e89af6cfc6fc3c4054b0fbe85/environments/README.md#L11
lending_example,repo,README.md,3,3,3,3,3,3,2,2,-,-,-,-,-,-,-,-,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/README.md,https://github.com/google/ml-fairness-gym/blob/e642bce2c01cbd7e89af6cfc6fc3c4054b0fbe85/environments/README.md#L12
using_ml_fairness_gym,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/README.md,https://github.com/google/ml-fairness-gym/blob/38eaf4514062892e0c3ce5d7cff4b4c1a7e49242/docs/FAQ.md#L28
