code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,doc_link,source_link
@oclif,repo,README.md,43,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,44,44,44,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/README.md,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/src/commands/build.ts#L17
NOTE,repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,-,-,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/README.md,https://github.com/google/bulkan/blob/ccba78aa428d7a8a0187428efa7f5777de2b075f/src/third_party/from-node.ts#L106
OR,repo,README.md,-,-,-,0,0,0,0,0,0,0,0,0,0,27,27,27,27,27,27,27,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/README.md,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/test/format.ts#L12
bundle.blkn,repo,README.md,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/README.md,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/src/commands/build.ts#L44
no_compile,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/README.md,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/src/commands/build.ts#L37
node_modules,repo,README.md,-,-,-,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/README.md,https://github.com/google/bulkan/blob/4ef89129c35ca3d5b3080345c55518bac1ef0794/tsconfig.json#L2
