code_element,page_type,page_name,rev_1,rev_2,doc_link,source_link
.tfrecord,repo,README.md,4,4,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/dags/tasks/preprocess/transformer_test.py#L197
ALL_FEATURES,repo,README.md,7,7,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/dags/tasks/preprocess/features_config.py#L23
API,repo,README.md,3,3,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/plugins/gcp_plugins/operators/gcs_to_bq_operator.py#L75
BigQuery,repo,README.md,36,36,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/plugins/gcp_plugins/operators/gcs_to_bq_operator_test.py#L46
CATEGORICAL_FEATURES,repo,README.md,7,7,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/dags/tasks/preprocess/transformer_test.py#L57
CSV,repo,README.md,29,29,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/dags/tasks/preprocess/transformer.py#L64
EXCLUDED_FEATURES,repo,README.md,2,2,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/dags/tasks/preprocess/features_config.py#L35
FORWARD_FEATURE,repo,README.md,2,2,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/dags/tasks/preprocess/features_config.py#L38
ID_FEATURE,repo,README.md,12,12,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/dags/tasks/preprocess/transformer_test.py#L49
ML,repo,README.md,8,8,https://github.com/google/driblet/blob/f5f9b34610fa1dda850ecb1e7a064c1a37bc9811/README.md,https://github.com/google/driblet/blob/2d51de919681deca1ca4cb483996c68587fd9ba8/workflow/dags/dag.py#L23
